,State,Date,population,confirmed,deaths,recovered,people_hospitalized,hospitalization_rate,incident_rate,mortality_rate,testing_rate,TestsReported
6870,West Virginia,2020-06-08,1792147.0,2161,84,1468.0,0.0,0.0,120.58,3.89,6339.04,3938
6877,West Virginia,2020-06-09,1792147.0,2169,84,1477.0,0.0,0.0,121.03,3.87,6379.95,2940
6876,West Virginia,2020-06-10,1792147.0,2194,85,1485.0,0.0,0.0,122.42,3.87,6583.72,3641
6875,West Virginia,2020-06-11,1792147.0,2217,86,1516.0,0.0,0.0,123.71,3.88,6758.37,1907
6874,West Virginia,2020-06-12,1792147.0,2249,88,1553.0,0.0,0.0,125.49,3.91,6921.25,3072
6881,West Virginia,2020-06-13,1792147.0,2274,88,1568.0,0.0,0.0,126.89,3.87,7115.32,1823
6880,West Virginia,2020-06-14,1792147.0,2290,88,1571.0,0.0,0.0,127.78,3.84,7320.77,1390
6879,West Virginia,2020-06-15,1792147.0,2322,88,1585.0,0.0,0.0,129.57,3.79,7362.84,3416
6878,West Virginia,2020-06-16,1792147.0,2341,88,1636.0,0.0,0.0,130.63,3.76,7648.42,2890
6885,West Virginia,2020-06-17,1792147.0,2376,88,1654.0,0.0,0.0,132.58,3.7,7888.3,2548
6884,West Virginia,2020-06-18,1792147.0,2418,88,1665.0,0.0,0.0,134.92,3.64,8058.99,2635
6883,West Virginia,2020-06-19,1792147.0,2468,88,1665.0,0.0,0.0,137.71,3.57,8147.43,2362
6882,West Virginia,2020-06-20,1792147.0,2500,88,1669.0,0.0,0.0,139.5,3.52,8280.35,2243
6889,West Virginia,2020-06-21,1792147.0,2533,89,1676.0,0.0,0.0,141.34,3.51,8402.71,781
6888,West Virginia,2020-06-22,1792147.0,2552,89,1681.0,0.0,0.0,142.4,3.49,8437.03,2615
6887,West Virginia,2020-06-23,1792147.0,2593,92,1790.0,0.0,0.0,144.69,3.55,8611.35,2094
6886,West Virginia,2020-06-24,1792147.0,2631,92,1855.0,0.0,0.0,146.81,3.5,8763.12,2609
6892,West Virginia,2020-06-25,1792147.0,2694,92,1858.0,0.0,0.0,150.32,3.41,8855.52,2710
6891,West Virginia,2020-06-26,1792147.0,2730,92,1907.0,0.0,0.0,152.33,3.37,9037.04,2605
6890,West Virginia,2020-06-27,1792147.0,2782,93,2042.0,0.0,0.0,155.23,3.34,9187.58,2558
6896,West Virginia,2020-06-28,1792147.0,2832,93,2062.0,0.0,0.0,158.02,3.28,9290.98,1124
6895,West Virginia,2020-06-29,1792147.0,2870,93,2196.0,0.0,0.0,160.14,3.24,9466.58,3124
6894,West Virginia,2020-06-30,1792147.0,2905,93,2272.0,0.0,0.0,162.1,3.2,9584.26,2304
6893,West Virginia,2020-07-01,1792147.0,2979,93,2284.0,0.0,0.0,166.23,3.12,9672.87,3816
6900,West Virginia,2020-07-02,1792147.0,3053,93,2380.0,0.0,0.0,170.35,3.05,9951.25,2383
6899,West Virginia,2020-07-03,1792147.0,3126,93,2396.0,0.0,0.0,174.43,2.98,10082.99,1590
6898,West Virginia,2020-07-04,1792147.0,3205,94,2402.0,0.0,0.0,178.84,2.93,10123.56,3564
6897,West Virginia,2020-07-05,1792147.0,3262,94,2421.0,0.0,0.0,182.02,2.88,10312.83,2150
6904,West Virginia,2020-07-06,1792147.0,3442,95,2518.0,0.0,0.0,192.06,2.76,10544.95,2912
6903,West Virginia,2020-07-07,1792147.0,3505,95,2535.0,0.0,0.0,195.58,2.71,10593.27,3063
6902,West Virginia,2020-07-08,1792147.0,3707,95,2648.0,0.0,0.0,206.85,2.56,10820.26,3508
6901,West Virginia,2020-07-09,1792147.0,3826,95,2718.0,0.0,0.0,213.49,2.48,11002.95,3960
6908,West Virginia,2020-07-10,1792147.0,3983,95,2756.0,0.0,0.0,222.25,2.39,11226.93,4411
6907,West Virginia,2020-07-11,1792147.0,4146,96,2763.0,0.0,0.0,231.34,2.32,11373.12,2426
6906,West Virginia,2020-07-12,1792147.0,4244,96,2806.0,0.0,0.0,236.81,2.26,11552.4,1807
6905,West Virginia,2020-07-13,1792147.0,4313,97,2825.0,0.0,0.0,240.66,2.25,11618.75,4592
6912,West Virginia,2020-07-14,1792147.0,4407,97,2982.0,0.0,0.0,245.91,2.2,11941.65,5321
6911,West Virginia,2020-07-15,1792147.0,4557,98,2999.0,0.0,0.0,254.28,2.15,12158.82,4010
6910,West Virginia,2020-07-16,1792147.0,4657,99,3128.0,0.0,0.0,259.86,2.13,12229.69,6107
6909,West Virginia,2020-07-17,1792147.0,4783,100,3627.0,0.0,0.0,266.89,2.09,12418.18,6532
6916,West Virginia,2020-07-18,1792147.0,4894,100,3295.0,0.0,0.0,273.08,2.04,12583.29,5042
6915,West Virginia,2020-07-19,1792147.0,4990,100,3373.0,0.0,0.0,278.44,2.0,12888.9,6618
6914,West Virginia,2020-07-20,1792147.0,5084,100,3466.0,0.0,0.0,283.68,1.97,13111.65,5874
6913,West Virginia,2020-07-21,1792147.0,5172,101,3546.0,0.0,0.0,288.59,1.95,13409.95,5555
6920,West Virginia,2020-07-22,1792147.0,5212,101,3625.0,0.0,0.0,290.82,1.94,13524.95,5621
6919,West Virginia,2020-07-23,1792147.0,5452,102,3913.0,0.0,0.0,304.22,1.87,14009.57,4983
6918,West Virginia,2020-07-24,1792147.0,5653,103,4013.0,0.0,0.0,315.43,1.82,14126.8,5907
6917,West Virginia,2020-07-25,1792147.0,5775,103,4115.0,0.0,0.0,322.24,1.78,14335.54,4972
6924,West Virginia,2020-07-26,1792147.0,5889,103,4168.0,0.0,0.0,328.6,1.75,14604.05,4940
6923,West Virginia,2020-07-27,1792147.0,5999,104,4332.0,0.0,0.0,334.74,1.73,14844.37,5576
6922,West Virginia,2020-07-28,1792147.0,6120,108,4481.0,0.0,0.0,341.49,1.76,15057.02,3957
6921,West Virginia,2020-07-29,1792147.0,6277,111,4589.0,0.0,0.0,350.25,1.77,15296.01,5999
6928,West Virginia,2020-07-30,1792147.0,6375,112,4703.0,0.0,0.0,355.72,1.76,15483.16,6845
6927,West Virginia,2020-07-31,1792147.0,6579,116,4815.0,0.0,0.0,367.1,1.76,15846.24,6455
6926,West Virginia,2020-08-01,1792147.0,6738,116,4858.0,0.0,0.0,375.97,1.72,16026.81,4626
6925,West Virginia,2020-08-02,1792147.0,6858,117,4897.0,0.0,0.0,382.67,1.71,16249.34,5111
6931,West Virginia,2020-08-03,1792147.0,6978,117,4918.0,0.0,0.0,389.37,1.68,16463.27,3506
6930,West Virginia,2020-08-04,1792147.0,7059,124,5063.0,0.0,0.0,393.89,1.76,16652.6,5502
6929,West Virginia,2020-08-05,1792147.0,7162,124,5218.0,0.0,0.0,399.63,1.73,16884.44,7343
6935,West Virginia,2020-08-06,1792147.0,7278,124,5330.0,0.0,0.0,406.11,1.7,17153.11,6183
6934,West Virginia,2020-08-07,1792147.0,7452,127,5510.0,0.0,0.0,415.81,1.7,17447.06,6694
6933,West Virginia,2020-08-08,1792147.0,7563,131,5609.0,0.0,0.0,422.01,1.73,17739.62,8011
6932,West Virginia,2020-08-09,1792147.0,7695,139,5678.0,0.0,0.0,429.37,1.81,18027.09,5088
6939,West Virginia,2020-08-10,1792147.0,7757,141,5699.0,0.0,0.0,432.83,1.82,18248.73,4262
6938,West Virginia,2020-08-11,1792147.0,7879,147,5863.0,0.0,0.0,439.64,1.87,18447.65,4827
6937,West Virginia,2020-08-12,1792147.0,8018,153,5960.0,0.0,0.0,447.4,1.91,18706.0,5745
6936,West Virginia,2020-08-13,1792147.0,8163,153,6045.0,0.0,0.0,455.49,1.87,18944.6,6683
6943,West Virginia,2020-08-14,1792147.0,8277,157,6144.0,0.0,0.0,461.85,1.9,19233.91,6168
6942,West Virginia,2020-08-15,1792147.0,8462,160,6298.0,0.0,0.0,472.17,1.89,19543.26,6210
6941,West Virginia,2020-08-16,1792147.0,8567,160,6429.0,0.0,0.0,478.03,1.87,19827.56,5257
6940,West Virginia,2020-08-17,1792147.0,8641,160,6531.0,0.0,0.0,482.16,1.85,20134.45,4319
6947,West Virginia,2020-08-18,1792147.0,8738,162,6737.0,0.0,0.0,487.57,1.85,20407.09,7653
6946,West Virginia,2020-08-19,1792147.0,8807,166,6909.0,0.0,0.0,491.42,1.88,20630.23,7823
6945,West Virginia,2020-08-20,1792147.0,8987,167,7010.0,0.0,0.0,501.47,1.86,21076.01,7385
6944,West Virginia,2020-08-21,1792147.0,9077,171,7140.0,0.0,0.0,506.49,1.88,21444.61,8688
6951,West Virginia,2020-08-22,1792147.0,9185,177,7307.0,0.0,0.0,512.51,1.93,21865.28,4204
6950,West Virginia,2020-08-23,1792147.0,9273,179,7358.0,0.0,0.0,517.42,1.93,22107.17,3677
6949,West Virginia,2020-08-24,1792147.0,9315,179,7385.0,0.0,0.0,519.77,1.92,22244.49,6641
6948,West Virginia,2020-08-25,1792147.0,9399,187,7486.0,0.0,0.0,524.45,1.99,22518.8,4703
6955,West Virginia,2020-08-26,1792147.0,9544,190,7601.0,0.0,0.0,532.55,1.99,22855.55,4762
6954,West Virginia,2020-08-27,1792147.0,9633,198,7773.0,0.0,0.0,537.51,2.06,23090.13,5681
6961,Wisconsin,2020-04-12,5822434.0,3341,144,0.0,974.0,29.15,64.57,4.31,758.65,1221
6960,Wisconsin,2020-04-13,5822434.0,3428,154,0.0,993.0,28.97,66.25,4.49,776.82,1341
6959,Wisconsin,2020-04-14,5822434.0,3555,170,0.0,1049.0,29.51,68.7,4.78,803.0,1790
6958,Wisconsin,2020-04-15,5822434.0,3721,183,0.0,1091.0,29.32,71.91,4.92,831.9,1845
6965,Wisconsin,2020-04-16,5822434.0,3875,197,0.0,1121.0,28.93,74.89,5.08,866.72,2118
6964,Wisconsin,2020-04-17,5822434.0,4053,206,0.0,1153.0,28.45,78.33,5.08,896.89,2125
6963,Wisconsin,2020-04-18,5822434.0,4199,212,0.0,1176.0,28.01,81.15,5.05,930.72,2277
6962,Wisconsin,2020-04-19,5822434.0,4346,220,0.0,1190.0,27.38,83.99,5.06,959.87,1264
6969,Wisconsin,2020-04-20,5822434.0,4499,230,0.0,1211.0,26.92,86.94,5.11,987.56,1527
6968,Wisconsin,2020-04-21,5822434.0,4625,244,0.0,1252.0,27.07,89.38,5.28,1013.82,2542
6967,Wisconsin,2020-04-22,5822434.0,4845,248,0.0,1302.0,26.87,93.63,5.12,1050.27,2968
6966,Wisconsin,2020-04-23,5822434.0,5052,258,0.0,1318.0,26.09,97.63,5.11,1092.03,2620
6972,Wisconsin,2020-04-24,5822434.0,5356,263,0.0,1353.0,25.26,103.51,4.91,1158.14,3166
6971,Wisconsin,2020-04-25,5822434.0,5687,266,0.0,1376.0,24.2,109.9,4.68,1214.11,3144
6970,Wisconsin,2020-04-26,5822434.0,5912,272,0.0,1397.0,23.63,114.25,4.6,1258.96,2441
