,State,Date,population,confirmed,deaths,recovered,people_hospitalized,hospitalization_rate,incident_rate,mortality_rate,testing_rate,TestsReported
786,Colorado,2020-06-26,5758736.0,31780,1673,4412.0,5386.0,16.95,551.86,5.26,5254.23,9417
785,Colorado,2020-06-27,5758736.0,32006,1674,4430.0,5392.0,16.85,555.78,5.23,5341.15,6571
784,Colorado,2020-06-28,5758736.0,32290,1676,4442.0,5399.0,16.72,560.71,5.19,5447.57,5526
791,Colorado,2020-06-29,5758736.0,32494,1681,4459.0,5401.0,16.62,564.26,5.17,5549.22,6268
790,Colorado,2020-06-30,5758736.0,32698,1690,4479.0,5442.0,16.64,567.8,5.17,5623.75,8991
789,Colorado,2020-07-01,5758736.0,33012,1697,4502.0,5489.0,16.63,573.25,5.14,5687.06,6388
788,Colorado,2020-07-02,5758736.0,33335,1701,4524.0,5513.0,16.54,578.86,5.1,5786.95,7136
795,Colorado,2020-07-03,5758736.0,33595,1701,4541.0,5527.0,16.45,583.37,5.06,5909.11,6886
794,Colorado,2020-07-04,5758736.0,33849,1701,4557.0,5537.0,16.36,587.79,5.03,6003.99,7440
793,Colorado,2020-07-05,5758736.0,34048,1701,4568.0,5550.0,16.3,591.24,5.0,6090.17,6171
792,Colorado,2020-07-06,5758736.0,34240,1691,4603.0,5565.0,16.25,594.57,4.94,6175.92,6247
798,Colorado,2020-07-07,5758736.0,34647,1696,4636.0,5591.0,16.14,601.64,4.9,6262.49,7528
797,Colorado,2020-07-08,5758736.0,35099,1704,4669.0,5741.0,16.36,609.49,4.85,6339.46,12292
796,Colorado,2020-07-09,5758736.0,35507,1706,4669.0,5820.0,16.39,616.58,4.8,6437.21,8541
803,Colorado,2020-07-10,5758736.0,36173,1724,4691.0,5831.0,16.12,628.14,4.77,6549.01,7999
802,Colorado,2020-07-11,5758736.0,36573,1725,4728.0,5864.0,16.03,635.09,4.72,6700.45,8656
801,Colorado,2020-07-12,5758736.0,36895,1725,4749.0,5885.0,15.95,640.68,4.68,6808.84,7500
800,Colorado,2020-07-13,5758736.0,37218,1727,4780.0,5895.0,15.84,646.29,4.64,6934.94,7428
799,Colorado,2020-07-14,5758736.0,37668,1738,4808.0,5941.0,15.77,654.1,4.61,7032.01,10694
807,Colorado,2020-07-15,5758736.0,38137,1744,4844.0,5963.0,15.64,662.25,4.57,7119.44,9628
806,Colorado,2020-07-16,5758736.0,38708,1745,4880.0,5950.0,15.37,672.16,4.51,7227.56,8842
805,Colorado,2020-07-17,5758736.0,39326,1751,4909.0,5966.0,15.17,682.89,4.45,7368.79,9798
804,Colorado,2020-07-18,5758736.0,39770,1752,4927.0,5994.0,15.07,690.6,4.41,7480.51,10198
811,Colorado,2020-07-19,5758736.0,40124,1752,4948.0,6019.0,15.0,696.75,4.37,7570.03,10658
810,Colorado,2020-07-20,5758736.0,40548,1758,4969.0,6032.0,14.88,704.11,4.34,7678.23,10085
809,Colorado,2020-07-21,5758736.0,41041,1763,5019.0,6057.0,14.76,712.67,4.3,7836.77,12325
808,Colorado,2020-07-22,5758736.0,41680,1771,5064.0,6110.0,14.66,723.77,4.25,7942.75,11493
815,Colorado,2020-07-23,5758736.0,42295,1786,5095.0,6133.0,14.5,734.45,4.22,8081.83,14322
814,Colorado,2020-07-24,5758736.0,42962,1790,5122.0,6149.0,14.31,746.03,4.17,8176.74,13330
813,Colorado,2020-07-25,5758736.0,43771,1794,5133.0,6227.0,14.23,760.08,4.1,8330.72,11919
812,Colorado,2020-07-26,5758736.0,44318,1794,5158.0,6261.0,14.13,769.58,4.05,8515.69,9361
819,Colorado,2020-07-27,5758736.0,44547,1799,5182.0,6268.0,14.07,773.56,4.04,8644.05,10868
818,Colorado,2020-07-28,5758736.0,45296,1807,5212.0,6271.0,13.84,786.56,3.99,8689.93,9619
817,Colorado,2020-07-29,5758736.0,45778,1822,5243.0,6319.0,13.8,794.93,3.98,8893.91,11257
816,Colorado,2020-07-30,5758736.0,46186,1822,5277.0,6398.0,13.85,802.02,3.94,9024.06,11604
822,Colorado,2020-07-31,5758736.0,46791,1838,5309.0,6413.0,13.71,812.52,3.93,9139.96,11159
821,Colorado,2020-08-01,5758736.0,47249,1844,5334.0,6441.0,13.63,820.48,3.9,9262.5,9961
820,Colorado,2020-08-02,5758736.0,47709,1844,5359.0,6465.0,13.55,828.46,3.87,9386.99,7940
826,Colorado,2020-08-03,5758736.0,47950,1844,5393.0,6474.0,13.5,832.65,3.85,9502.29,8825
825,Colorado,2020-08-04,5758736.0,48376,1849,5424.0,6487.0,13.41,840.05,3.82,9585.49,10965
824,Colorado,2020-08-05,5758736.0,48970,1851,5449.0,6516.0,13.31,850.36,3.78,9644.86,9854
823,Colorado,2020-08-06,5758736.0,49418,1852,5471.0,6536.0,13.23,858.14,3.75,9816.72,12243
830,Colorado,2020-08-07,5758736.0,49875,1857,5490.0,6572.0,13.18,866.08,3.72,9921.67,10544
829,Colorado,2020-08-08,5758736.0,50306,1857,5490.0,6582.0,13.08,873.56,3.69,10056.56,10863
828,Colorado,2020-08-09,5758736.0,50642,1858,5507.0,6602.0,13.04,879.39,3.67,10173.76,7978
827,Colorado,2020-08-10,5758736.0,51020,1862,5554.0,6616.0,12.97,885.96,3.65,10277.26,5864
834,Colorado,2020-08-11,5758736.0,51422,1874,5579.0,6627.0,12.89,892.94,3.64,10370.02,8165
833,Colorado,2020-08-12,5758736.0,51737,1875,5608.0,6679.0,12.91,898.41,3.62,10441.53,11215
832,Colorado,2020-08-13,5758736.0,52200,1882,5630.0,6685.0,12.81,906.45,3.61,14327.14,11584
831,Colorado,2020-08-14,5758736.0,52519,1888,5644.0,6700.0,12.76,911.99,3.59,14539.48,12003
838,Colorado,2020-08-15,5758736.0,52819,1896,5660.0,6718.0,12.72,917.2,3.59,14739.26,8710
837,Colorado,2020-08-16,5758736.0,53157,1896,5660.0,6727.0,12.65,923.07,3.57,14929.21,9513
836,Colorado,2020-08-17,5758736.0,53351,1896,5695.0,6735.0,12.62,926.44,3.55,15160.46,5373
835,Colorado,2020-08-18,5758736.0,53612,1899,5712.0,6739.0,12.57,930.97,3.54,15302.87,7851
842,Colorado,2020-08-19,5758736.0,53882,1900,5729.0,6781.0,12.58,935.66,3.53,15417.6,11152
841,Colorado,2020-08-20,5758736.0,54211,1903,5759.0,6784.0,12.51,941.37,3.51,15545.2,11210
840,Colorado,2020-08-21,5758736.0,54211,1910,5759.0,6797.0,12.54,941.37,3.51,15744.65,9640
839,Colorado,2020-08-22,5758736.0,54864,1918,5791.0,6808.0,12.41,952.71,3.5,15957.08,8615
846,Colorado,2020-08-23,5758736.0,55123,1918,5804.0,6831.0,12.39,957.21,3.48,16152.02,9823
845,Colorado,2020-08-24,5758736.0,55321,1919,5823.0,6841.0,12.37,960.64,3.47,16298.65,5567
844,Colorado,2020-08-25,5758736.0,55780,1926,5841.0,6845.0,12.27,968.62,3.45,16455.78,8126
843,Colorado,2020-08-26,5758736.0,55973,1927,5867.0,6894.0,12.32,971.97,3.44,16594.63,10093
850,Colorado,2020-08-27,5758736.0,56323,1931,5881.0,6902.0,12.25,978.04,3.43,16718.15,11487
854,Connecticut,2020-04-12,3565287.0,12035,554,0.0,1654.0,13.74,337.56,4.6,1156.15,2703
853,Connecticut,2020-04-13,3565287.0,13381,602,0.0,1760.0,13.15,375.31,4.5,1242.79,1680
852,Connecticut,2020-04-14,3565287.0,13989,671,0.0,1779.0,12.72,392.37,4.8,1285.76,1995
858,Connecticut,2020-04-15,3565287.0,14755,868,0.0,1908.0,12.93,413.85,5.88,1406.42,2717
857,Connecticut,2020-04-16,3565287.0,15884,971,0.0,1926.0,12.13,445.52,6.11,1489.98,3878
856,Connecticut,2020-04-17,3565287.0,16809,1036,0.0,1946.0,11.58,471.46,6.16,1555.61,3797
855,Connecticut,2020-04-18,3565287.0,17550,1086,0.0,1946.0,11.09,492.25,6.19,1555.61,3316
862,Connecticut,2020-04-19,3565287.0,17962,1127,0.0,1938.0,10.79,503.8,6.27,1632.77,2437
861,Connecticut,2020-04-20,3565287.0,19815,1331,0.0,1919.0,9.68,555.78,6.72,1761.6,2400
860,Connecticut,2020-04-21,3565287.0,20360,1423,0.0,1949.0,9.57,571.06,6.99,1800.47,3177
859,Connecticut,2020-04-22,3565287.0,22469,1544,0.0,1972.0,8.78,630.22,6.87,1961.08,3653
866,Connecticut,2020-04-23,3565287.0,23100,1639,0.0,1947.0,8.43,647.91,7.1,2005.36,3602
865,Connecticut,2020-04-24,3565287.0,23936,1767,0.0,1877.0,7.84,671.36,7.38,2076.64,4202
864,Connecticut,2020-04-25,3565287.0,24583,1865,0.0,1810.0,7.36,689.51,7.59,2176.6,3928
863,Connecticut,2020-04-26,3565287.0,25269,1924,0.0,1766.0,6.99,708.75,7.61,2238.56,2249
870,Connecticut,2020-04-27,3565287.0,25997,2012,0.0,1758.0,6.76,729.17,7.74,2238.56,1803
869,Connecticut,2020-04-28,3565287.0,26312,2087,0.0,0.0,0.0,738.01,7.93,2601.33,2187
868,Connecticut,2020-04-29,3565287.0,26767,2169,0.0,0.0,0.0,750.77,8.1,2659.48,2068
867,Connecticut,2020-04-30,3565287.0,27700,2257,0.0,0.0,0.0,776.94,8.15,2724.41,2766
874,Connecticut,2020-05-01,3565287.0,28764,2339,4346.0,7758.0,26.97,806.78,8.13,2812.03,3482
873,Connecticut,2020-05-02,3565287.0,29287,2436,4346.0,7758.0,26.49,821.45,8.32,2812.03,3568
872,Connecticut,2020-05-03,3565287.0,29287,2436,4346.0,7758.0,26.49,821.45,8.32,2874.75,3016
871,Connecticut,2020-05-04,3565287.0,29973,2556,4346.0,7758.0,25.88,840.69,8.53,2874.75,2647
878,Connecticut,2020-05-05,3565287.0,30621,2633,4346.0,7758.0,25.34,858.86,8.6,3047.24,4457
877,Connecticut,2020-05-06,3565287.0,30995,2718,4346.0,7758.0,25.03,869.35,8.77,3125.89,4339
876,Connecticut,2020-05-07,3565287.0,31784,2797,5413.0,9389.0,29.54,891.49,8.8,3258.48,4251
875,Connecticut,2020-05-08,3565287.0,32411,2874,5413.0,9389.0,28.97,909.07,8.87,3380.96,4072
882,Connecticut,2020-05-09,3565287.0,32984,2932,5413.0,9389.0,28.47,925.14,8.89,3465.89,3264
881,Connecticut,2020-05-10,3565287.0,33554,2967,5413.0,9389.0,27.98,941.13,8.84,3651.66,3602
880,Connecticut,2020-05-11,3565287.0,33765,3008,5413.0,9389.0,27.81,947.05,8.91,3716.62,3774
879,Connecticut,2020-05-12,3565287.0,34333,3041,5413.0,9389.0,27.35,962.98,8.86,3882.55,5398
886,Connecticut,2020-05-13,3565287.0,34855,3125,5413.0,9389.0,26.94,977.62,8.97,4009.3,6442
885,Connecticut,2020-05-14,3565287.0,35464,3219,6264.0,10946.0,30.87,994.7,9.08,4194.95,6220
884,Connecticut,2020-05-15,3565287.0,36085,3285,6264.0,10946.0,30.33,1012.12,9.1,4372.94,6677
883,Connecticut,2020-05-16,3565287.0,36703,3339,6264.0,10946.0,29.82,1029.45,9.1,4621.09,5711
890,Connecticut,2020-05-17,3565287.0,37419,3408,6264.0,10946.0,29.25,1049.54,9.11,4785.22,5653
889,Connecticut,2020-05-18,3565287.0,38116,3450,6264.0,10946.0,28.72,1069.09,9.05,4983.58,4344
888,Connecticut,2020-05-19,3565287.0,38430,3472,6264.0,10946.0,28.48,1077.89,9.03,5203.51,5927
887,Connecticut,2020-05-20,3565287.0,39017,3529,6264.0,10946.0,28.05,1094.36,9.04,5349.3,7590
894,Connecticut,2020-05-21,3565287.0,39208,3583,6264.0,10946.0,27.92,1099.72,9.14,5686.7,6305
893,Connecticut,2020-05-22,3565287.0,39640,3637,7127.0,12538.0,31.63,1111.83,9.18,5674.94,4931
892,Connecticut,2020-05-23,3565287.0,40022,3675,7127.0,12538.0,31.33,1122.55,9.18,5844.33,2884
891,Connecticut,2020-05-24,3565287.0,40468,3693,7127.0,12538.0,30.98,1135.06,9.13,6006.14,4598
898,Connecticut,2020-05-25,3565287.0,40873,3742,7127.0,12538.0,30.68,1146.42,9.16,6219.02,4223
897,Connecticut,2020-05-26,3565287.0,41303,3769,7127.0,12538.0,30.36,1158.48,9.13,6321.01,5165
896,Connecticut,2020-05-27,3565287.0,41288,3803,7127.0,12538.0,30.37,1158.06,9.21,6321.01,4029
895,Connecticut,2020-05-28,3565287.0,41559,3826,7127.0,12538.0,30.17,1165.66,9.21,6606.06,3064
902,Connecticut,2020-05-29,3565287.0,41762,3868,7127.0,12538.0,30.02,1171.35,9.26,6770.65,2560
901,Connecticut,2020-05-30,3565287.0,42022,3912,7127.0,12538.0,29.84,1178.64,9.31,6926.09,2049
900,Connecticut,2020-05-31,3565287.0,42201,3944,7127.0,12538.0,29.71,1183.66,9.35,7013.35,1580
899,Connecticut,2020-06-01,3565287.0,42740,3970,7511.0,13793.0,32.27,1198.78,9.29,7331.53,2454
906,Connecticut,2020-06-02,3565287.0,42979,3972,7511.0,13793.0,32.09,1205.49,9.24,7590.13,6536
905,Connecticut,2020-06-03,3565287.0,43091,3989,7511.0,13793.0,32.01,1208.63,9.26,7753.54,7772
904,Connecticut,2020-06-04,3565287.0,43239,4007,7284.0,9669.0,22.36,1212.78,9.27,7896.28,7142
903,Connecticut,2020-06-05,3565287.0,43460,4038,7284.0,9669.0,22.25,1218.98,9.29,8060.7,6719
910,Connecticut,2020-06-06,3565287.0,43818,4055,7284.0,9669.0,22.07,1229.02,9.25,8289.63,7447
909,Connecticut,2020-06-07,3565287.0,43968,4071,7284.0,9669.0,21.99,1233.22,9.26,8480.5,5266
908,Connecticut,2020-06-08,3565287.0,44092,4084,7284.0,9669.0,21.93,1236.7,9.26,8640.85,5601
907,Connecticut,2020-06-09,3565287.0,44179,4097,7284.0,9669.0,21.89,1239.14,9.27,8769.31,6680
913,Connecticut,2020-06-10,3565287.0,44347,4120,7284.0,9669.0,21.8,1243.85,9.29,8888.85,8994
912,Connecticut,2020-06-11,3565287.0,44461,4146,7611.0,9912.0,22.29,1247.05,9.33,9030.07,8038
911,Connecticut,2020-06-12,3565287.0,44689,4159,7611.0,9912.0,22.18,1253.45,9.31,9263.04,6318
918,Connecticut,2020-06-13,3565287.0,44994,4186,7611.0,9912.0,22.03,1262.0,9.3,9655.72,4797
917,Connecticut,2020-06-14,3565287.0,45088,4201,7611.0,9912.0,21.98,1264.64,9.32,9791.81,4344
916,Connecticut,2020-06-15,3565287.0,45235,4204,7611.0,9912.0,21.91,1268.76,9.29,9995.75,4759
915,Connecticut,2020-06-16,3565287.0,45349,4210,7611.0,9912.0,21.86,1271.96,9.28,10137.19,6599
914,Connecticut,2020-06-17,3565287.0,45429,4219,7611.0,9912.0,21.82,1274.2,9.29,10317.77,9664
921,Connecticut,2020-06-18,3565287.0,45440,4226,7842.0,10099.0,22.22,1274.51,9.3,10450.35,7413
920,Connecticut,2020-06-19,3565287.0,45557,4238,7842.0,10099.0,22.17,1277.79,9.3,10654.91,4572
919,Connecticut,2020-06-20,3565287.0,45715,4251,7842.0,10099.0,22.09,1282.22,9.3,10985.23,1747
925,Connecticut,2020-06-21,3565287.0,45755,4260,7842.0,10099.0,22.07,1283.35,9.31,11091.06,1208
924,Connecticut,2020-06-22,3565287.0,45782,4263,7842.0,10099.0,22.06,1284.1,9.31,11150.63,2040
923,Connecticut,2020-06-23,3565287.0,45899,4277,7842.0,10099.0,22.0,1287.39,9.32,11329.92,4124
922,Connecticut,2020-06-24,3565287.0,45913,4287,7842.0,10099.0,22.0,1287.78,9.34,11285.21,5584
929,Connecticut,2020-06-25,3565287.0,45994,4298,8053.0,10268.0,22.32,1290.05,9.34,11470.13,8524
928,Connecticut,2020-06-26,3565287.0,46059,4307,8053.0,10268.0,22.29,1291.87,9.35,11692.24,10793
927,Connecticut,2020-06-27,3565287.0,46206,4311,8053.0,10268.0,22.22,1296.0,9.33,12048.06,11025
926,Connecticut,2020-06-28,3565287.0,46303,4316,8053.0,10268.0,22.18,1298.72,9.32,12302.6,6787
933,Connecticut,2020-06-29,3565287.0,46362,4320,8053.0,10268.0,22.15,1300.37,9.32,12480.79,6683
932,Connecticut,2020-06-30,3565287.0,46514,4322,8053.0,10268.0,22.08,1304.64,9.29,13081.53,10273
931,Connecticut,2020-07-01,3565287.0,46572,4324,8053.0,10268.0,22.05,1306.26,9.28,13402.6,10934
930,Connecticut,2020-07-02,3565287.0,46646,4326,8210.0,10411.0,22.32,1308.34,9.27,13721.36,10190
937,Connecticut,2020-07-03,3565287.0,46717,4335,8210.0,10411.0,22.29,1310.33,9.28,14014.83,10133
936,Connecticut,2020-07-04,3565287.0,46717,4335,8210.0,10411.0,22.29,1310.33,9.28,14014.83,5368
935,Connecticut,2020-07-05,3565287.0,46717,4335,8210.0,10411.0,22.29,1310.33,9.28,14014.83,5315
934,Connecticut,2020-07-06,3565287.0,46976,4338,8210.0,10411.0,22.16,1317.59,9.23,14707.48,8465
941,Connecticut,2020-07-07,3565287.0,47033,4338,8210.0,10411.0,22.14,1319.19,9.22,14868.56,11202
940,Connecticut,2020-07-08,3565287.0,47108,4343,8210.0,10411.0,22.1,1321.3,9.22,15074.35,10176
939,Connecticut,2020-07-09,3565287.0,47209,4348,8351.0,10552.0,22.35,1324.13,9.21,15303.7,12652
938,Connecticut,2020-07-10,3565287.0,47287,4348,8351.0,10552.0,22.31,1326.32,9.19,15656.78,12017
945,Connecticut,2020-07-11,3565287.0,47287,4348,8351.0,10552.0,22.31,1326.32,9.19,15656.78,9736
944,Connecticut,2020-07-12,3565287.0,47287,4348,8351.0,10552.0,22.31,1326.32,9.19,15656.78,8970
943,Connecticut,2020-07-13,3565287.0,47510,4371,8351.0,10552.0,22.21,1332.57,9.2,16529.33,7867
942,Connecticut,2020-07-14,3565287.0,47530,4372,8351.0,10552.0,22.2,1333.13,9.2,16597.85,12889
949,Connecticut,2020-07-15,3565287.0,47636,4380,8351.0,10552.0,22.15,1336.11,9.19,16943.91,14153
948,Connecticut,2020-07-16,3565287.0,47750,4389,8466.0,10654.0,22.31,1339.3,9.19,17265.03,13237
947,Connecticut,2020-07-17,3565287.0,47893,4396,8466.0,10654.0,22.25,1343.31,9.18,17669.52,12950
946,Connecticut,2020-07-18,3565287.0,47893,4396,8466.0,10654.0,22.25,1343.31,9.18,17669.52,9676
953,Connecticut,2020-07-19,3565287.0,47893,4396,8466.0,10654.0,22.25,1343.31,9.18,17669.52,5898
952,Connecticut,2020-07-20,3565287.0,48055,4406,8466.0,10654.0,22.17,1347.86,9.17,18435.91,6412
951,Connecticut,2020-07-21,3565287.0,48096,4406,8466.0,10654.0,22.15,1349.01,9.16,18591.41,11815
950,Connecticut,2020-07-22,3565287.0,48223,4406,8466.0,10654.0,22.09,1352.57,9.14,18915.9,14740
957,Connecticut,2020-07-23,3565287.0,48232,4410,8516.0,10712.0,22.21,1352.82,9.14,19294.04,11696
956,Connecticut,2020-07-24,3565287.0,48776,4413,8516.0,10712.0,21.96,1368.08,9.05,20000.41,13799
955,Connecticut,2020-07-25,3565287.0,48776,4413,8516.0,10712.0,21.96,1368.08,9.05,20000.41,10464
954,Connecticut,2020-07-26,3565287.0,48776,4413,8516.0,10712.0,21.96,1368.08,9.05,20000.41,6284
960,Connecticut,2020-07-27,3565287.0,48983,4418,8516.0,10712.0,21.87,1373.89,9.02,20897.36,6633
959,Connecticut,2020-07-28,3565287.0,49077,4423,8516.0,10712.0,21.83,1376.52,9.01,21111.57,6497
958,Connecticut,2020-07-29,3565287.0,49540,4425,8516.0,10712.0,21.62,1389.51,8.93,21478.66,4414
964,Connecticut,2020-07-30,3565287.0,49670,4431,8613.0,10807.0,21.76,1393.16,8.92,21841.94,3448
963,Connecticut,2020-07-31,3565287.0,49810,4432,8613.0,10807.0,21.7,1397.08,8.9,22270.18,6051
962,Connecticut,2020-08-01,3565287.0,49810,4432,8613.0,10807.0,21.7,1397.08,8.9,22270.18,5204
961,Connecticut,2020-08-02,3565287.0,49810,4432,8613.0,10807.0,21.7,1397.08,8.9,22270.18,1559
968,Connecticut,2020-08-03,3565287.0,50062,4437,8613.0,10807.0,21.59,1404.15,8.86,23257.09,3418
967,Connecticut,2020-08-04,3565287.0,50110,4437,8613.0,10807.0,21.57,1405.5,8.85,23455.92,3914
966,Connecticut,2020-08-05,3565287.0,50225,4437,8613.0,10807.0,21.52,1408.72,8.83,23787.96,2422
965,Connecticut,2020-08-06,3565287.0,50245,4437,8721.0,10920.0,21.73,1409.28,8.83,24040.08,2451
972,Connecticut,2020-08-07,3565287.0,50320,4441,8721.0,10920.0,21.7,1411.39,8.83,24251.43,4963
971,Connecticut,2020-08-08,3565287.0,50320,4441,8721.0,10920.0,21.7,1411.39,8.83,24251.43,2824
970,Connecticut,2020-08-09,3565287.0,50320,4441,8721.0,10920.0,21.7,1411.39,8.83,24251.43,4162
969,Connecticut,2020-08-10,3565287.0,50567,4444,8721.0,10920.0,21.6,1418.31,8.79,25326.35,2900
976,Connecticut,2020-08-11,3565287.0,50684,4444,8721.0,10920.0,21.55,1421.6,8.77,25560.33,6865
975,Connecticut,2020-08-12,3565287.0,50706,4450,8721.0,10920.0,21.54,1422.21,8.78,25784.26,6752
974,Connecticut,2020-08-13,3565287.0,50782,4450,8809.0,11015.0,21.69,1424.35,8.76,26010.11,1928
973,Connecticut,2020-08-14,3565287.0,50897,4453,8809.0,11015.0,21.64,1427.57,8.75,26300.55,1153
980,Connecticut,2020-08-15,3565287.0,50897,4453,8809.0,11015.0,21.64,1427.57,8.75,26300.55,4234
979,Connecticut,2020-08-16,3565287.0,50897,4453,8809.0,11015.0,21.64,1427.57,8.75,26300.55,6408
978,Connecticut,2020-08-17,3565287.0,51267,4456,8809.0,11015.0,21.49,1437.95,8.69,27542.47,5953
977,Connecticut,2020-08-18,3565287.0,51255,4456,8809.0,11015.0,21.49,1437.61,8.69,27844.35,8762
984,Connecticut,2020-08-19,3565287.0,51314,4457,8809.0,11015.0,21.47,1439.27,8.69,28116.11,8791
983,Connecticut,2020-08-20,3565287.0,51432,4458,8893.0,11087.0,21.56,1442.58,8.67,28464.47,8705
982,Connecticut,2020-08-21,3565287.0,51519,4460,8893.0,11087.0,21.52,1445.02,8.66,28675.67,8932
981,Connecticut,2020-08-22,3565287.0,51519,4460,8893.0,11087.0,21.52,1445.02,8.66,28675.67,7546
988,Connecticut,2020-08-23,3565287.0,51519,4460,8893.0,11087.0,21.52,1445.02,8.66,28675.67,5774
987,Connecticut,2020-08-24,3565287.0,52011,4460,8893.0,11087.0,21.32,1458.82,8.58,30228.03,7211
986,Connecticut,2020-08-25,3565287.0,52040,4463,8893.0,11087.0,21.3,1459.63,8.58,30367.99,8962
985,Connecticut,2020-08-26,3565287.0,52220,4463,8893.0,11087.0,21.23,1464.68,8.55,30797.94,7453
992,Connecticut,2020-08-27,3565287.0,52350,4465,8967.0,11180.0,21.36,1468.32,8.53,31231.6,7489
996,Delaware,2020-04-12,973764.0,1625,35,191.0,190.0,11.69,166.88,2.15,1140.21,496
995,Delaware,2020-04-13,973764.0,1758,41,213.0,201.0,11.43,180.54,2.33,1213.85,767
994,Delaware,2020-04-14,973764.0,1926,43,277.0,204.0,10.59,197.79,2.23,1263.55,720
1000,Delaware,2020-04-15,973764.0,2014,46,354.0,208.0,10.33,206.83,2.28,1345.5,979
999,Delaware,2020-04-16,973764.0,2070,55,378.0,209.0,10.1,212.58,2.66,1370.97,807
998,Delaware,2020-04-17,973764.0,2317,61,378.0,209.0,9.02,237.94,2.63,1370.97,951
997,Delaware,2020-04-18,973764.0,2538,67,423.0,224.0,8.83,260.64,2.64,1439.47,704
1004,Delaware,2020-04-19,973764.0,2538,67,466.0,249.0,9.81,260.64,2.64,1519.26,389
1003,Delaware,2020-04-20,973764.0,2745,72,495.0,256.0,9.33,281.9,2.62,1691.37,1113
1002,Delaware,2020-04-21,973764.0,2931,82,565.0,263.0,8.97,301.0,2.8,1710.48,787
1001,Delaware,2020-04-22,973764.0,3200,89,599.0,269.0,8.41,328.62,2.78,1699.9,1249
1008,Delaware,2020-04-23,973764.0,3308,92,643.0,290.0,8.77,339.71,2.78,1736.77,1284
1007,Delaware,2020-04-24,973764.0,3442,100,703.0,277.0,8.05,353.47,2.91,1784.72,1055
1006,Delaware,2020-04-25,973764.0,3576,112,809.0,300.0,8.39,367.23,3.13,1817.48,706
1005,Delaware,2020-04-26,973764.0,4034,120,911.0,317.0,7.86,414.27,2.97,1976.76,807
1012,Delaware,2020-04-27,973764.0,4162,125,996.0,325.0,7.81,427.41,3.0,2014.45,918
1011,Delaware,2020-04-28,973764.0,4575,137,1096.0,0.0,0.0,469.83,2.99,2175.07,760
1010,Delaware,2020-04-29,973764.0,4655,144,1173.0,0.0,0.0,478.04,3.09,2211.83,955
1009,Delaware,2020-04-30,973764.0,4734,152,1275.0,0.0,0.0,486.15,3.21,2240.79,1195
1016,Delaware,2020-05-01,973764.0,4918,159,1403.0,0.0,0.0,505.05,3.23,2319.35,1208
1015,Delaware,2020-05-02,973764.0,5038,168,1546.0,0.0,0.0,517.37,3.33,2373.47,848
1014,Delaware,2020-05-03,973764.0,5208,177,1640.0,0.0,0.0,534.83,3.4,2437.65,1154
1013,Delaware,2020-05-04,973764.0,5288,182,1716.0,0.0,0.0,543.05,3.44,2475.96,1403
1020,Delaware,2020-05-05,973764.0,5371,187,1847.0,0.0,0.0,551.57,3.48,2534.5,1743
1019,Delaware,2020-05-06,973764.0,5778,193,2008.0,0.0,0.0,593.37,3.34,2718.11,2081
1018,Delaware,2020-05-07,973764.0,5939,202,2110.0,0.0,0.0,609.9,3.4,2806.22,1983
1017,Delaware,2020-05-08,973764.0,6111,213,2288.0,0.0,0.0,627.56,3.49,2902.55,1644
1024,Delaware,2020-05-09,973764.0,6277,221,2450.0,0.0,0.0,644.61,3.52,3008.53,956
1023,Delaware,2020-05-10,973764.0,6277,221,2537.0,0.0,0.0,644.61,3.52,3187.53,718
1022,Delaware,2020-05-11,973764.0,6565,225,2619.0,0.0,0.0,674.19,3.43,3278.82,1198
1021,Delaware,2020-05-12,973764.0,6741,237,2802.0,0.0,0.0,692.26,3.52,3418.8,1288
1028,Delaware,2020-05-13,973764.0,6952,247,2942.0,0.0,0.0,713.93,3.55,3568.93,1240
1027,Delaware,2020-05-14,973764.0,7223,260,3080.0,0.0,0.0,741.76,3.6,3785.0,3072
1026,Delaware,2020-05-15,973764.0,7373,271,3210.0,0.0,0.0,757.16,3.68,3930.93,2150
1025,Delaware,2020-05-16,973764.0,7547,286,3367.0,0.0,0.0,775.03,3.79,4082.92,1057
1032,Delaware,2020-05-17,973764.0,7670,290,3478.0,0.0,0.0,787.67,3.78,4196.6,830
1031,Delaware,2020-05-18,973764.0,7869,297,3545.0,0.0,0.0,808.1,3.77,4360.19,1308
1030,Delaware,2020-05-19,973764.0,8037,304,3760.0,0.0,0.0,825.35,3.78,4532.1,1148
1029,Delaware,2020-05-20,973764.0,8194,310,3965.0,0.0,0.0,841.48,3.78,4663.55,1367
1036,Delaware,2020-05-21,973764.0,8386,317,4130.0,0.0,0.0,861.19,3.78,4882.29,2336
1035,Delaware,2020-05-22,973764.0,8529,322,4296.0,0.0,0.0,875.88,3.78,5030.58,1133
1034,Delaware,2020-05-23,973764.0,8529,322,4454.0,0.0,0.0,875.88,3.78,5189.55,1103
1033,Delaware,2020-05-24,973764.0,8809,326,4598.0,0.0,0.0,904.63,3.7,5326.75,1892
1040,Delaware,2020-05-25,973764.0,8965,332,4693.0,0.0,0.0,920.65,3.7,5534.81,689
1039,Delaware,2020-05-26,973764.0,9066,335,4802.0,0.0,0.0,931.03,3.7,5639.35,1250
1038,Delaware,2020-05-27,973764.0,9096,344,4909.0,0.0,0.0,934.11,3.78,5691.42,2673
