State,Date,TestsReported,SAA_t_1_scalar,SAA_t_1_vector,SAA_cumul_scalar,SAA_cumul_vector
Tennessee,2020-04-20,7056,2589.0,9485.0,2589.0,5540.0
Texas,2020-04-20,6646,2589.0,4100.0,2589.0,5788.0
Utah,2020-04-20,10756,2589.0,8089.0,2589.0,6557.0
Vermont,2020-04-20,123,2589.0,305.0,2589.0,407.0
Virginia,2020-04-20,1991,2589.0,2926.0,2589.0,2665.0
Washington,2020-04-20,2090,2589.0,3590.0,2589.0,3815.0
West Virginia,2020-04-20,549,2589.0,770.0,2589.0,809.0
Wisconsin,2020-04-20,1527,2589.0,1264.0,2589.0,1748.0
Wyoming,2020-04-20,180,2589.0,294.0,2589.0,152.0
Alabama,2020-04-21,2741,3088.0,2415.0,3088.0,3266.0
Alaska,2020-04-21,757,3088.0,536.0,3088.0,427.0
Arizona,2020-04-21,2533,3088.0,1070.0,3088.0,1693.0
Arkansas,2020-04-21,1104,3088.0,750.0,3088.0,792.0
California,2020-04-21,19046,3088.0,12372.0,3088.0,14936.0
Colorado,2020-04-21,137,3088.0,149.0,3088.0,112.0
Connecticut,2020-04-21,3177,3088.0,2400.0,3088.0,2769.0
Delaware,2020-04-21,787,3088.0,1113.0,3088.0,770.0
District of Columbia,2020-04-21,528,3088.0,566.0,3088.0,567.0
Florida,2020-04-21,20276,3088.0,17544.0,3088.0,13065.0
Georgia,2020-04-21,7999,3088.0,7769.0,3088.0,4789.0
Hawaii,2020-04-21,805,3088.0,569.0,3088.0,813.0
Idaho,2020-04-21,951,3088.0,770.0,3088.0,980.0
Illinois,2020-04-21,9142,3088.0,8249.0,3088.0,6032.0
Indiana,2020-04-21,5498,3088.0,3117.0,3088.0,4298.0
Iowa,2020-04-21,2534,3088.0,924.0,3088.0,207.0
Kansas,2020-04-21,2022,3088.0,966.0,3088.0,997.0
Kentucky,2020-04-21,1208,3088.0,759.0,3088.0,861.0
Louisiana,2020-04-21,6504,3088.0,6546.0,3088.0,4598.0
Maine,2020-04-21,490,3088.0,423.0,3088.0,525.0
Maryland,2020-04-21,3663,3088.0,3012.0,3088.0,3652.0
Massachusetts,2020-04-21,12390,3088.0,8434.0,3088.0,8936.0
Michigan,2020-04-21,7826,3088.0,5469.0,3088.0,4920.0
Minnesota,2020-04-21,423,3088.0,61.0,3088.0,79.0
Mississippi,2020-04-21,1407,3088.0,757.0,3088.0,1444.0
Missouri,2020-04-21,2678,3088.0,1828.0,3088.0,1984.0
Montana,2020-04-21,704,3088.0,400.0,3088.0,552.0
Nebraska,2020-04-21,1142,3088.0,1353.0,3088.0,1319.0
Nevada,2020-04-21,928,3088.0,911.0,3088.0,1008.0
New Hampshire,2020-04-21,952,3088.0,596.0,3088.0,476.0
New Jersey,2020-04-21,420,3088.0,536.0,3088.0,432.0
New Mexico,2020-04-21,1699,3088.0,2067.0,3088.0,1398.0
New York,2020-04-21,24231,3088.0,17986.0,3088.0,20929.0
North Carolina,2020-04-21,3769,3088.0,1830.0,3088.0,2234.0
North Dakota,2020-04-21,873,3088.0,289.0,3088.0,561.0
Ohio,2020-04-21,3990,3088.0,3670.0,3088.0,3612.0
Oklahoma,2020-04-21,1182,3088.0,1017.0,3088.0,1144.0
Oregon,2020-04-21,2558,3088.0,1347.0,3088.0,1825.0
Pennsylvania,2020-04-21,8020,3088.0,5347.0,3088.0,6006.0
Puerto Rico,2020-04-21,184,3088.0,231.0,3088.0,169.0
Rhode Island,2020-04-21,2794,3088.0,2403.0,3088.0,1935.0
South Carolina,2020-04-21,1184,3088.0,1089.0,3088.0,1262.0
South Dakota,2020-04-21,0,3088.0,2.0,3088.0,0.0
Tennessee,2020-04-21,10803,3088.0,7056.0,3088.0,5709.0
Texas,2020-04-21,20561,3088.0,6646.0,3088.0,5884.0
Utah,2020-04-21,8357,3088.0,10756.0,3088.0,7024.0
Vermont,2020-04-21,491,3088.0,123.0,3088.0,376.0
Virginia,2020-04-21,3019,3088.0,1991.0,3088.0,2590.0
Washington,2020-04-21,3080,3088.0,2090.0,3088.0,3624.0
West Virginia,2020-04-21,1060,3088.0,549.0,3088.0,780.0
Wisconsin,2020-04-21,2542,3088.0,1527.0,3088.0,1723.0
Wyoming,2020-04-21,320,3088.0,180.0,3088.0,155.0
Alabama,2020-04-22,4464,4259.0,2741.0,4259.0,3214.0
Alaska,2020-04-22,759,4259.0,757.0,4259.0,460.0
Arizona,2020-04-22,2551,4259.0,2533.0,4259.0,1777.0
Arkansas,2020-04-22,1594,4259.0,1104.0,4259.0,823.0
California,2020-04-22,22308,4259.0,19046.0,4259.0,15347.0
Colorado,2020-04-22,289,4259.0,137.0,4259.0,114.0
Connecticut,2020-04-22,3653,4259.0,3177.0,4259.0,2810.0
Delaware,2020-04-22,1249,4259.0,787.0,4259.0,771.0
District of Columbia,2020-04-22,647,4259.0,528.0,4259.0,564.0
Florida,2020-04-22,20604,4259.0,20276.0,4259.0,13786.0
Georgia,2020-04-22,8273,4259.0,7999.0,4259.0,5110.0
Hawaii,2020-04-22,718,4259.0,805.0,4259.0,813.0
Idaho,2020-04-22,955,4259.0,951.0,4259.0,978.0
Illinois,2020-04-22,10263,4259.0,9142.0,4259.0,6343.0
Indiana,2020-04-22,5790,4259.0,5498.0,4259.0,4418.0
Iowa,2020-04-22,2797,4259.0,2534.0,4259.0,439.0
Kansas,2020-04-22,2382,4259.0,2022.0,4259.0,1099.0
Kentucky,2020-04-22,1521,4259.0,1208.0,4259.0,896.0
Louisiana,2020-04-22,6002,4259.0,6504.0,4259.0,4789.0
Maine,2020-04-22,645,4259.0,490.0,4259.0,522.0
Maryland,2020-04-22,5310,4259.0,3663.0,4259.0,3653.0
Massachusetts,2020-04-22,12142,4259.0,12390.0,4259.0,9282.0
Michigan,2020-04-22,10139,4259.0,7826.0,4259.0,5210.0
Minnesota,2020-04-22,293,4259.0,423.0,4259.0,114.0
Mississippi,2020-04-22,1765,4259.0,1407.0,4259.0,1440.0
Missouri,2020-04-22,3110,4259.0,2678.0,4259.0,2053.0
Montana,2020-04-22,671,4259.0,704.0,4259.0,567.0
Nebraska,2020-04-22,2022,4259.0,1142.0,4259.0,1301.0
Nevada,2020-04-22,1019,4259.0,928.0,4259.0,1000.0
New Hampshire,2020-04-22,832,4259.0,952.0,4259.0,523.0
New Jersey,2020-04-22,566,4259.0,420.0,4259.0,430.0
New Mexico,2020-04-22,2590,4259.0,1699.0,4259.0,1428.0
New York,2020-04-22,28877,4259.0,24231.0,4259.0,21259.0
North Carolina,2020-04-22,4007,4259.0,3769.0,4259.0,2387.0
North Dakota,2020-04-22,1041,4259.0,873.0,4259.0,592.0
Ohio,2020-04-22,4924,4259.0,3990.0,4259.0,3650.0
Oklahoma,2020-04-22,1568,4259.0,1182.0,4259.0,1148.0
Oregon,2020-04-22,3029,4259.0,2558.0,4259.0,1898.0
Pennsylvania,2020-04-22,7973,4259.0,8020.0,4259.0,6207.0
Puerto Rico,2020-04-22,238,4259.0,184.0,4259.0,170.0
Rhode Island,2020-04-22,3021,4259.0,2794.0,4259.0,2021.0
South Carolina,2020-04-22,1283,4259.0,1184.0,4259.0,1254.0
South Dakota,2020-04-22,94,4259.0,0.0,4259.0,0.0
Tennessee,2020-04-22,9651,4259.0,10803.0,4259.0,6218.0
Texas,2020-04-22,9989,4259.0,20561.0,4259.0,7351.0
Utah,2020-04-22,6618,4259.0,8357.0,4259.0,7157.0
Vermont,2020-04-22,612,4259.0,491.0,4259.0,387.0
Virginia,2020-04-22,5245,4259.0,3019.0,4259.0,2633.0
Washington,2020-04-22,5074,4259.0,3080.0,4259.0,3569.0
West Virginia,2020-04-22,1511,4259.0,1060.0,4259.0,808.0
Wisconsin,2020-04-22,2968,4259.0,2542.0,4259.0,1805.0
Wyoming,2020-04-22,0,4259.0,320.0,4259.0,172.0
Alabama,2020-04-23,4348,4532.0,4464.0,4532.0,3328.0
Alaska,2020-04-23,563,4532.0,759.0,4532.0,487.0
Arizona,2020-04-23,2415,4532.0,2551.0,4532.0,1847.0
Arkansas,2020-04-23,1641,4532.0,1594.0,4532.0,893.0
California,2020-04-23,21315,4532.0,22308.0,4532.0,15980.0
Colorado,2020-04-23,1797,4532.0,289.0,4532.0,130.0
Connecticut,2020-04-23,3602,4532.0,3653.0,4532.0,2887.0
Delaware,2020-04-23,1284,4532.0,1249.0,4532.0,815.0
District of Columbia,2020-04-23,773,4532.0,647.0,4532.0,571.0
Florida,2020-04-23,20978,4532.0,20604.0,4532.0,14406.0
Georgia,2020-04-23,6025,4532.0,8273.0,4532.0,5397.0
Hawaii,2020-04-23,849,4532.0,718.0,4532.0,804.0
Idaho,2020-04-23,868,4532.0,955.0,4532.0,975.0
Illinois,2020-04-23,10843,4532.0,10263.0,4532.0,6700.0
Indiana,2020-04-23,7265,4532.0,5790.0,4532.0,4543.0
Iowa,2020-04-23,3064,4532.0,2797.0,4532.0,654.0
Kansas,2020-04-23,2043,4532.0,2382.0,4532.0,1216.0
Kentucky,2020-04-23,1573,4532.0,1521.0,4532.0,953.0
Louisiana,2020-04-23,5170,4532.0,6002.0,4532.0,4899.0
Maine,2020-04-23,548,4532.0,645.0,4532.0,533.0
Maryland,2020-04-23,5938,4532.0,5310.0,4532.0,3804.0
Massachusetts,2020-04-23,12094,4532.0,12142.0,4532.0,9542.0
Michigan,2020-04-23,9643,4532.0,10139.0,4532.0,5658.0
Minnesota,2020-04-23,589,4532.0,293.0,4532.0,130.0
Mississippi,2020-04-23,1691,4532.0,1765.0,4532.0,1470.0
Missouri,2020-04-23,3239,4532.0,3110.0,4532.0,2149.0
Montana,2020-04-23,535,4532.0,671.0,4532.0,576.0
Nebraska,2020-04-23,1953,4532.0,2022.0,4532.0,1367.0
Nevada,2020-04-23,1482,4532.0,1019.0,4532.0,1002.0
New Hampshire,2020-04-23,605,4532.0,832.0,4532.0,551.0
New Jersey,2020-04-23,525,4532.0,566.0,4532.0,443.0
New Mexico,2020-04-23,2021,4532.0,2590.0,4532.0,1534.0
New York,2020-04-23,31146,4532.0,28877.0,4532.0,21951.0
North Carolina,2020-04-23,4035,4532.0,4007.0,4532.0,2534.0
North Dakota,2020-04-23,1469,4532.0,1041.0,4532.0,633.0
Ohio,2020-04-23,5482,4532.0,4924.0,4532.0,3765.0
Oklahoma,2020-04-23,1512,4532.0,1568.0,4532.0,1186.0
Oregon,2020-04-23,2518,4532.0,3029.0,4532.0,2001.0
Pennsylvania,2020-04-23,8294,4532.0,7973.0,4532.0,6368.0
Puerto Rico,2020-04-23,238,4532.0,238.0,4532.0,177.0
Rhode Island,2020-04-23,3170,4532.0,3021.0,4532.0,2112.0
South Carolina,2020-04-23,1547,4532.0,1283.0,4532.0,1257.0
South Dakota,2020-04-23,5,4532.0,94.0,4532.0,9.0
Tennessee,2020-04-23,9235,4532.0,9651.0,4532.0,6530.0
Texas,2020-04-23,7743,4532.0,9989.0,4532.0,7591.0
Utah,2020-04-23,5015,4532.0,6618.0,4532.0,7108.0
Vermont,2020-04-23,754,4532.0,612.0,4532.0,408.0
Virginia,2020-04-23,5856,4532.0,5245.0,4532.0,2870.0
Washington,2020-04-23,3529,4532.0,5074.0,4532.0,3706.0
West Virginia,2020-04-23,1763,4532.0,1511.0,4532.0,872.0
Wisconsin,2020-04-23,2620,4532.0,2968.0,4532.0,1911.0
Wyoming,2020-04-23,330,4532.0,0.0,4532.0,156.0
Alabama,2020-04-24,3111,4491.0,4348.0,4491.0,3413.0
Alaska,2020-04-24,782,4491.0,563.0,4491.0,494.0
Arizona,2020-04-24,2533,4491.0,2415.0,4491.0,1895.0
Arkansas,2020-04-24,1941,4491.0,1641.0,4491.0,955.0
California,2020-04-24,25757,4491.0,21315.0,4491.0,16424.0
Colorado,2020-04-24,3724,4491.0,1797.0,4491.0,269.0
Connecticut,2020-04-24,4202,4491.0,3602.0,4491.0,2946.0
Delaware,2020-04-24,1055,4491.0,1284.0,4491.0,854.0
District of Columbia,2020-04-24,696,4491.0,773.0,4491.0,588.0
Florida,2020-04-24,19256,4491.0,20978.0,4491.0,14953.0
Georgia,2020-04-24,8511,4491.0,6025.0,4491.0,5450.0
Hawaii,2020-04-24,685,4491.0,849.0,4491.0,808.0
Idaho,2020-04-24,844,4491.0,868.0,4491.0,966.0
Illinois,2020-04-24,12575,4491.0,10843.0,4491.0,7045.0
Indiana,2020-04-24,4411,4491.0,7265.0,4491.0,4770.0
Iowa,2020-04-24,2841,4491.0,3064.0,4491.0,855.0
Kansas,2020-04-24,3176,4491.0,2043.0,4491.0,1285.0
Kentucky,2020-04-24,1455,4491.0,1573.0,4491.0,1004.0
Louisiana,2020-04-24,6286,4491.0,5170.0,4491.0,4922.0
Maine,2020-04-24,479,4491.0,548.0,4491.0,534.0
Maryland,2020-04-24,5509,4491.0,5938.0,4491.0,3982.0
Massachusetts,2020-04-24,14625,4491.0,12094.0,4491.0,9754.0
Michigan,2020-04-24,10571,4491.0,9643.0,4491.0,5990.0
Minnesota,2020-04-24,794,4491.0,589.0,4491.0,168.0
Mississippi,2020-04-24,1730,4491.0,1691.0,4491.0,1488.0
Missouri,2020-04-24,3115,4491.0,3239.0,4491.0,2240.0
Montana,2020-04-24,802,4491.0,535.0,4491.0,573.0
Nebraska,2020-04-24,2855,4491.0,1953.0,4491.0,1416.0
Nevada,2020-04-24,1254,4491.0,1482.0,4491.0,1042.0
New Hampshire,2020-04-24,1330,4491.0,605.0,4491.0,556.0
New Jersey,2020-04-24,609,4491.0,525.0,4491.0,450.0
New Mexico,2020-04-24,2477,4491.0,2021.0,4491.0,1574.0
New York,2020-04-24,31453,4491.0,31146.0,4491.0,22718.0
North Carolina,2020-04-24,3933,4491.0,4035.0,4491.0,2659.0
North Dakota,2020-04-24,2511,4491.0,1469.0,4491.0,703.0
Ohio,2020-04-24,5203,4491.0,5482.0,4491.0,3908.0
Oklahoma,2020-04-24,1464,4491.0,1512.0,4491.0,1213.0
Oregon,2020-04-24,2771,4491.0,2518.0,4491.0,2044.0
Pennsylvania,2020-04-24,8361,4491.0,8294.0,4491.0,6528.0
Puerto Rico,2020-04-24,181,4491.0,238.0,4491.0,182.0
Rhode Island,2020-04-24,4038,4491.0,3170.0,4491.0,2200.0
South Carolina,2020-04-24,1681,4491.0,1547.0,4491.0,1281.0
South Dakota,2020-04-24,0,4491.0,5.0,4491.0,8.0
Tennessee,2020-04-24,8450,4491.0,9235.0,4491.0,6756.0
Texas,2020-04-24,18753,4491.0,7743.0,4491.0,7604.0
Utah,2020-04-24,4870,4491.0,5015.0,4491.0,6934.0
Vermont,2020-04-24,541,4491.0,754.0,4491.0,436.0
Virginia,2020-04-24,5894,4491.0,5856.0,4491.0,3119.0
Washington,2020-04-24,2947,4491.0,3529.0,4491.0,3691.0
West Virginia,2020-04-24,3358,4491.0,1763.0,4491.0,946.0
Wisconsin,2020-04-24,3166,4491.0,2620.0,4491.0,1970.0
Wyoming,2020-04-24,46,4491.0,330.0,4491.0,170.0
Alabama,2020-04-25,3556,4993.0,3111.0,4993.0,3389.0
Alaska,2020-04-25,607,4993.0,782.0,4993.0,516.0
Arizona,2020-04-25,2491,4993.0,2533.0,4993.0,1944.0
Arkansas,2020-04-25,1928,4993.0,1941.0,4993.0,1031.0
California,2020-04-25,24173,4993.0,25757.0,4993.0,17142.0
Colorado,2020-04-25,3107,4993.0,3724.0,4993.0,535.0
Connecticut,2020-04-25,3928,4993.0,4202.0,4993.0,3043.0
Delaware,2020-04-25,706,4993.0,1055.0,4993.0,869.0
District of Columbia,2020-04-25,711,4993.0,696.0,4993.0,596.0
Florida,2020-04-25,11149,4993.0,19256.0,4993.0,15284.0
Georgia,2020-04-25,4090,4993.0,8511.0,4993.0,5685.0
Hawaii,2020-04-25,566,4993.0,685.0,4993.0,798.0
Idaho,2020-04-25,731,4993.0,844.0,4993.0,957.0
Illinois,2020-04-25,9713,4993.0,12575.0,4993.0,7470.0
Indiana,2020-04-25,4854,4993.0,4411.0,4993.0,4742.0
Iowa,2020-04-25,2880,4993.0,2841.0,4993.0,1007.0
Kansas,2020-04-25,3569,4993.0,3176.0,4993.0,1430.0
Kentucky,2020-04-25,813,4993.0,1455.0,4993.0,1039.0
Louisiana,2020-04-25,3737,4993.0,6286.0,4993.0,5026.0
Maine,2020-04-25,488,4993.0,479.0,4993.0,530.0
Maryland,2020-04-25,4555,4993.0,5509.0,4993.0,4099.0
Massachusetts,2020-04-25,12865,4993.0,14625.0,4993.0,10129.0
Michigan,2020-04-25,8186,4993.0,10571.0,4993.0,6343.0
Minnesota,2020-04-25,652,4993.0,794.0,4993.0,216.0
Mississippi,2020-04-25,1862,4993.0,1730.0,4993.0,1507.0
Missouri,2020-04-25,2497,4993.0,3115.0,4993.0,2307.0
Montana,2020-04-25,760,4993.0,802.0,4993.0,590.0
Nebraska,2020-04-25,1935,4993.0,2855.0,4993.0,1526.0
Nevada,2020-04-25,1309,4993.0,1254.0,4993.0,1058.0
New Hampshire,2020-04-25,873,4993.0,1330.0,4993.0,615.0
New Jersey,2020-04-25,486,4993.0,609.0,4993.0,462.0
New Mexico,2020-04-25,2904,4993.0,2477.0,4993.0,1644.0
New York,2020-04-25,26126,4993.0,31453.0,4993.0,23390.0
North Carolina,2020-04-25,4321,4993.0,3933.0,4993.0,2757.0
North Dakota,2020-04-25,2034,4993.0,2511.0,4993.0,842.0
Ohio,2020-04-25,4195,4993.0,5203.0,4993.0,4008.0
Oklahoma,2020-04-25,1871,4993.0,1464.0,4993.0,1232.0
Oregon,2020-04-25,2615,4993.0,2771.0,4993.0,2100.0
Pennsylvania,2020-04-25,7950,4993.0,8361.0,4993.0,6669.0
Puerto Rico,2020-04-25,360,4993.0,181.0,4993.0,182.0
Rhode Island,2020-04-25,2787,4993.0,4038.0,4993.0,2341.0
South Carolina,2020-04-25,1755,4993.0,1681.0,4993.0,1312.0
South Dakota,2020-04-25,0,4993.0,0.0,4993.0,8.0
Tennessee,2020-04-25,8978,4993.0,8450.0,4993.0,6886.0
Texas,2020-04-25,10055,4993.0,18753.0,4993.0,8461.0
Utah,2020-04-25,4431,4993.0,4870.0,4993.0,6775.0
Vermont,2020-04-25,558,4993.0,541.0,4993.0,445.0
Virginia,2020-04-25,5975,4993.0,5894.0,4993.0,3333.0
Washington,2020-04-25,2953,4993.0,2947.0,4993.0,3634.0
West Virginia,2020-04-25,6202,4993.0,3358.0,4993.0,1132.0
Wisconsin,2020-04-25,3144,4993.0,3166.0,4993.0,2062.0
Wyoming,2020-04-25,0,4993.0,46.0,4993.0,161.0
Alabama,2020-04-26,1323,4211.0,3556.0,4211.0,3401.0
Alaska,2020-04-26,602,4211.0,607.0,4211.0,522.0
Arizona,2020-04-26,1374,4211.0,2491.0,4211.0,1983.0
Arkansas,2020-04-26,1484,4211.0,1928.0,4211.0,1095.0
California,2020-04-26,14289,4211.0,24173.0,4211.0,17644.0
Colorado,2020-04-26,2709,4211.0,3107.0,4211.0,718.0
Connecticut,2020-04-26,2249,4211.0,3928.0,4211.0,3106.0
Delaware,2020-04-26,807,4211.0,706.0,4211.0,858.0
District of Columbia,2020-04-26,545,4211.0,711.0,4211.0,604.0
Florida,2020-04-26,8284,4211.0,11149.0,4211.0,14989.0
Georgia,2020-04-26,2070,4211.0,4090.0,4211.0,5571.0
Hawaii,2020-04-26,207,4211.0,566.0,4211.0,782.0
Idaho,2020-04-26,637,4211.0,731.0,4211.0,941.0
Illinois,2020-04-26,8867,4211.0,9713.0,4211.0,7630.0
Indiana,2020-04-26,3396,4211.0,4854.0,4211.0,4750.0
Iowa,2020-04-26,2783,4211.0,2880.0,4211.0,1141.0
Kansas,2020-04-26,820,4211.0,3569.0,4211.0,1583.0
Kentucky,2020-04-26,621,4211.0,813.0,4211.0,1023.0
Louisiana,2020-04-26,2790,4211.0,3737.0,4211.0,4934.0
Maine,2020-04-26,277,4211.0,488.0,4211.0,527.0
Maryland,2020-04-26,4472,4211.0,4555.0,4211.0,4132.0
Massachusetts,2020-04-26,10099,4211.0,12865.0,4211.0,10324.0
Michigan,2020-04-26,6137,4211.0,8186.0,4211.0,6474.0
Minnesota,2020-04-26,452,4211.0,652.0,4211.0,247.0
Mississippi,2020-04-26,1426,4211.0,1862.0,4211.0,1532.0
Missouri,2020-04-26,1423,4211.0,2497.0,4211.0,2321.0
Montana,2020-04-26,367,4211.0,760.0,4211.0,603.0
Nebraska,2020-04-26,2131,4211.0,1935.0,4211.0,1556.0
Nevada,2020-04-26,1047,4211.0,1309.0,4211.0,1076.0
New Hampshire,2020-04-26,628,4211.0,873.0,4211.0,634.0
New Jersey,2020-04-26,707,4211.0,486.0,4211.0,464.0
New Mexico,2020-04-26,2061,4211.0,2904.0,4211.0,1734.0
New York,2020-04-26,34059,4211.0,26126.0,4211.0,23585.0
North Carolina,2020-04-26,2416,4211.0,4321.0,4211.0,2869.0
North Dakota,2020-04-26,810,4211.0,2034.0,4211.0,927.0
Ohio,2020-04-26,3468,4211.0,4195.0,4211.0,4021.0
Oklahoma,2020-04-26,988,4211.0,1871.0,4211.0,1278.0
Oregon,2020-04-26,1998,4211.0,2615.0,4211.0,2137.0
Pennsylvania,2020-04-26,5849,4211.0,7950.0,4211.0,6761.0
Puerto Rico,2020-04-26,168,4211.0,360.0,4211.0,194.0
Rhode Island,2020-04-26,2776,4211.0,2787.0,4211.0,2373.0
South Carolina,2020-04-26,925,4211.0,1755.0,4211.0,1343.0
South Dakota,2020-04-26,0,4211.0,0.0,4211.0,7.0
Tennessee,2020-04-26,8294,4211.0,8978.0,4211.0,7035.0
Texas,2020-04-26,7436,4211.0,10055.0,4211.0,8575.0
Utah,2020-04-26,2300,4211.0,4431.0,4211.0,6607.0
Vermont,2020-04-26,266,4211.0,558.0,4211.0,453.0
Virginia,2020-04-26,4541,4211.0,5975.0,4211.0,3521.0
Washington,2020-04-26,2590,4211.0,2953.0,4211.0,3585.0
West Virginia,2020-04-26,3419,4211.0,6202.0,4211.0,1494.0
Wisconsin,2020-04-26,2441,4211.0,3144.0,4211.0,2139.0
Wyoming,2020-04-26,0,4211.0,0.0,4211.0,149.0
Alabama,2020-04-27,2313,3304.0,1323.0,3304.0,3263.0
Alaska,2020-04-27,746,3304.0,602.0,3304.0,528.0
Arizona,2020-04-27,1287,3304.0,1374.0,3304.0,1942.0
Arkansas,2020-04-27,1988,3304.0,1484.0,3304.0,1121.0
California,2020-04-27,17427,3304.0,14289.0,3304.0,17421.0
Colorado,2020-04-27,2950,3304.0,2709.0,3304.0,851.0
Connecticut,2020-04-27,1803,3304.0,2249.0,3304.0,3049.0
Delaware,2020-04-27,918,3304.0,807.0,3304.0,854.0
District of Columbia,2020-04-27,489,3304.0,545.0,3304.0,600.0
Florida,2020-04-27,20780,3304.0,8284.0,3304.0,14542.0
Georgia,2020-04-27,7826,3304.0,2070.0,3304.0,5338.0
Hawaii,2020-04-27,391,3304.0,207.0,3304.0,743.0
Idaho,2020-04-27,948,3304.0,637.0,3304.0,921.0
Illinois,2020-04-27,12226,3304.0,8867.0,3304.0,7713.0
Indiana,2020-04-27,5474,3304.0,3396.0,3304.0,4660.0
Iowa,2020-04-27,2251,3304.0,2783.0,3304.0,1251.0
Kansas,2020-04-27,1247,3304.0,820.0,3304.0,1532.0
Kentucky,2020-04-27,2353,3304.0,621.0,3304.0,996.0
Louisiana,2020-04-27,6584,3304.0,2790.0,3304.0,4791.0
Maine,2020-04-27,509,3304.0,277.0,3304.0,510.0
Maryland,2020-04-27,3039,3304.0,4472.0,3304.0,4154.0
Massachusetts,2020-04-27,9249,3304.0,10099.0,3304.0,10309.0
Michigan,2020-04-27,8795,3304.0,6137.0,3304.0,6452.0
Minnesota,2020-04-27,349,3304.0,452.0,3304.0,261.0
Mississippi,2020-04-27,1061,3304.0,1426.0,3304.0,1525.0
Missouri,2020-04-27,1863,3304.0,1423.0,3304.0,2261.0
Montana,2020-04-27,348,3304.0,367.0,3304.0,587.0
Nebraska,2020-04-27,1240,3304.0,2131.0,3304.0,1594.0
Nevada,2020-04-27,919,3304.0,1047.0,3304.0,1074.0
New Hampshire,2020-04-27,662,3304.0,628.0,3304.0,633.0
New Jersey,2020-04-27,3729,3304.0,707.0,3304.0,480.0
New Mexico,2020-04-27,2499,3304.0,2061.0,3304.0,1756.0
New York,2020-04-27,44963,3304.0,34059.0,3304.0,24283.0
North Carolina,2020-04-27,3018,3304.0,2416.0,3304.0,2839.0
North Dakota,2020-04-27,1554,3304.0,810.0,3304.0,919.0
Ohio,2020-04-27,5137,3304.0,3468.0,3304.0,3984.0
Oklahoma,2020-04-27,776,3304.0,988.0,3304.0,1259.0
Oregon,2020-04-27,3160,3304.0,1998.0,3304.0,2127.0
Pennsylvania,2020-04-27,6132,3304.0,5849.0,3304.0,6700.0
Puerto Rico,2020-04-27,298,3304.0,168.0,3304.0,193.0
Rhode Island,2020-04-27,1912,3304.0,2776.0,3304.0,2400.0
South Carolina,2020-04-27,1006,3304.0,925.0,3304.0,1316.0
South Dakota,2020-04-27,1,3304.0,0.0,3304.0,7.0
Tennessee,2020-04-27,7424,3304.0,8294.0,3304.0,7119.0
Texas,2020-04-27,9935,3304.0,7436.0,3304.0,8499.0
Utah,2020-04-27,3599,3304.0,2300.0,3304.0,6320.0
Vermont,2020-04-27,388,3304.0,266.0,3304.0,440.0
Virginia,2020-04-27,4179,3304.0,4541.0,3304.0,3589.0
Washington,2020-04-27,3208,3304.0,2590.0,3304.0,3519.0
West Virginia,2020-04-27,781,3304.0,3419.0,3304.0,1622.0
Wisconsin,2020-04-27,3190,3304.0,2441.0,3304.0,2159.0
Wyoming,2020-04-27,759,3304.0,0.0,3304.0,139.0
Alabama,2020-04-28,16180,4340.0,2313.0,4340.0,3203.0
Alaska,2020-04-28,827,4340.0,746.0,4340.0,541.0
Arizona,2020-04-28,3345,4340.0,1287.0,4340.0,1901.0
Arkansas,2020-04-28,2882,4340.0,1988.0,4340.0,1175.0
California,2020-04-28,27567,4340.0,17427.0,4340.0,17421.0
Colorado,2020-04-28,3438,4340.0,2950.0,4340.0,982.0
Connecticut,2020-04-28,2187,4340.0,1803.0,4340.0,2971.0
Delaware,2020-04-28,760,4340.0,918.0,4340.0,858.0
District of Columbia,2020-04-28,575,4340.0,489.0,4340.0,594.0
Florida,2020-04-28,22632,4340.0,20780.0,4340.0,14932.0
Georgia,2020-04-28,9356,4340.0,7826.0,4340.0,5493.0
Hawaii,2020-04-28,1377,4340.0,391.0,4340.0,721.0
Idaho,2020-04-28,703,4340.0,948.0,4340.0,922.0
Illinois,2020-04-28,13386,4340.0,12226.0,4340.0,7995.0
Indiana,2020-04-28,6847,4340.0,5474.0,4340.0,4711.0
Iowa,2020-04-28,2936,4340.0,2251.0,4340.0,1313.0
Kansas,2020-04-28,3449,4340.0,1247.0,4340.0,1514.0
Kentucky,2020-04-28,2860,4340.0,2353.0,4340.0,1081.0
Louisiana,2020-04-28,7487,4340.0,6584.0,4340.0,4903.0
Maine,2020-04-28,549,4340.0,509.0,4340.0,510.0
Maryland,2020-04-28,5138,4340.0,3039.0,4340.0,4085.0
Massachusetts,2020-04-28,13992,4340.0,9249.0,4340.0,10243.0
Michigan,2020-04-28,9825,4340.0,8795.0,4340.0,6598.0
Minnesota,2020-04-28,468,4340.0,349.0,4340.0,267.0
Mississippi,2020-04-28,1597,4340.0,1061.0,4340.0,1496.0
Missouri,2020-04-28,2344,4340.0,1863.0,4340.0,2236.0
Montana,2020-04-28,555,4340.0,348.0,4340.0,572.0
Nebraska,2020-04-28,1877,4340.0,1240.0,4340.0,1572.0
Nevada,2020-04-28,1078,4340.0,919.0,4340.0,1065.0
New Hampshire,2020-04-28,580,4340.0,662.0,4340.0,635.0
New Jersey,2020-04-28,6174,4340.0,3729.0,4340.0,683.0
