State,Date,TestsReported,SAA_t_1_scalar,SAA_t_1_vector,SAA_cumul_scalar,SAA_cumul_vector
California,2020-05-25,49749,6693.0,51144.0,6693.0,32336.0
Colorado,2020-05-25,2946,6693.0,5030.0,6693.0,2820.0
Connecticut,2020-05-25,4223,6693.0,4598.0,6693.0,3900.0
Delaware,2020-05-25,689,6693.0,1892.0,6693.0,1198.0
District of Columbia,2020-05-25,661,6693.0,1264.0,6693.0,892.0
Florida,2020-05-25,16950,6693.0,14409.0,6693.0,22048.0
Georgia,2020-05-25,3430,6693.0,3857.0,6693.0,9214.0
Hawaii,2020-05-25,932,6693.0,0.0,6693.0,707.0
Idaho,2020-05-25,479,6693.0,701.0,6693.0,931.0
Illinois,2020-05-25,10049,6693.0,12790.0,6693.0,13374.0
Indiana,2020-05-25,5108,6693.0,8137.0,6693.0,6856.0
Iowa,2020-05-25,3086,6693.0,6563.0,6693.0,3494.0
Kansas,2020-05-25,2302,6693.0,2223.0,6693.0,2438.0
Kentucky,2020-05-25,1407,6693.0,2503.0,6693.0,2832.0
Louisiana,2020-05-25,5478,6693.0,5427.0,6693.0,6669.0
Maine,2020-05-25,801,6693.0,868.0,6693.0,708.0
Maryland,2020-05-25,6371,6693.0,8448.0,6693.0,5970.0
Massachusetts,2020-05-25,8556,6693.0,7220.0,6693.0,11260.0
Michigan,2020-05-25,10612,6693.0,13624.0,6693.0,9399.0
Minnesota,2020-05-25,6941,6693.0,6853.0,6693.0,4152.0
Mississippi,2020-05-25,4118,6693.0,2959.0,6693.0,2315.0
Missouri,2020-05-25,4321,6693.0,4837.0,6693.0,3547.0
Montana,2020-05-25,1107,6693.0,972.0,6693.0,847.0
Nebraska,2020-05-25,2405,6693.0,4699.0,6693.0,2884.0
Nevada,2020-05-25,9022,6693.0,4725.0,6693.0,2193.0
New Hampshire,2020-05-25,2107,6693.0,1410.0,6693.0,1272.0
New Jersey,2020-05-25,3876,6693.0,3797.0,6693.0,7260.0
New Mexico,2020-05-25,3766,6693.0,4418.0,6693.0,3355.0
New York,2020-05-25,37292,6693.0,41998.0,6693.0,31547.0
North Carolina,2020-05-25,7934,6693.0,7596.0,6693.0,5076.0
North Dakota,2020-05-25,821,6693.0,1100.0,6693.0,1702.0
Ohio,2020-05-25,7621,6693.0,8491.0,6693.0,6992.0
Oklahoma,2020-05-25,2348,6693.0,3551.0,6693.0,2616.0
Oregon,2020-05-25,2150,6693.0,3125.0,6693.0,2828.0
Pennsylvania,2020-05-25,10540,6693.0,10399.0,6693.0,8512.0
Puerto Rico,2020-05-25,2340,6693.0,563.0,6693.0,429.0
Rhode Island,2020-05-25,1643,6693.0,1619.0,6693.0,3026.0
South Carolina,2020-05-25,5016,6693.0,5815.0,6693.0,2861.0
South Dakota,2020-05-25,558,6693.0,1142.0,6693.0,449.0
Tennessee,2020-05-25,6805,6693.0,6534.0,6693.0,9333.0
Texas,2020-05-25,42703,6693.0,31901.0,6693.0,17017.0
Utah,2020-05-25,2405,6693.0,3039.0,6693.0,5135.0
Vermont,2020-05-25,306,6693.0,880.0,6693.0,542.0
Virginia,2020-05-25,6510,6693.0,9058.0,6693.0,6556.0
Washington,2020-05-25,2846,6693.0,3633.0,6693.0,3894.0
West Virginia,2020-05-25,1360,6693.0,534.0,6693.0,1635.0
Wisconsin,2020-05-25,9155,6693.0,10521.0,6693.0,5323.0
Wyoming,2020-05-25,0,6693.0,0.0,6693.0,607.0
Alabama,2020-05-26,5079,6449.0,4817.0,6449.0,5012.0
Alaska,2020-05-26,1852,6449.0,835.0,6449.0,905.0
Arizona,2020-05-26,8464,6449.0,5873.0,6449.0,4131.0
Arkansas,2020-05-26,1985,6449.0,1976.0,6449.0,2369.0
California,2020-05-26,52900,6449.0,49749.0,6449.0,32732.0
Colorado,2020-05-26,3909,6449.0,2946.0,6449.0,2823.0
Connecticut,2020-05-26,5165,6449.0,4223.0,6449.0,3908.0
Delaware,2020-05-26,1250,6449.0,689.0,6449.0,1186.0
District of Columbia,2020-05-26,799,6449.0,661.0,6449.0,886.0
Florida,2020-05-26,46461,6449.0,16950.0,6449.0,21933.0
Georgia,2020-05-26,12962,6449.0,3430.0,6449.0,9083.0
Hawaii,2020-05-26,583,6449.0,932.0,6449.0,712.0
Idaho,2020-05-26,903,6449.0,479.0,6449.0,921.0
Illinois,2020-05-26,20127,6449.0,10049.0,6449.0,13299.0
Indiana,2020-05-26,10684,6449.0,5108.0,6449.0,6816.0
Iowa,2020-05-26,5000,6449.0,3086.0,6449.0,3484.0
Kansas,2020-05-26,3443,6449.0,2302.0,6449.0,2435.0
Kentucky,2020-05-26,5366,6449.0,1407.0,6449.0,2799.0
Louisiana,2020-05-26,10531,6449.0,5478.0,6449.0,6642.0
Maine,2020-05-26,1116,6449.0,801.0,6449.0,710.0
Maryland,2020-05-26,8980,6449.0,6371.0,6449.0,5979.0
Massachusetts,2020-05-26,10021,6449.0,8556.0,6449.0,11199.0
Michigan,2020-05-26,11759,6449.0,10612.0,6449.0,9427.0
Minnesota,2020-05-26,9022,6449.0,6941.0,6449.0,4216.0
Mississippi,2020-05-26,3434,6449.0,4118.0,6449.0,2356.0
Missouri,2020-05-26,5344,6449.0,4321.0,6449.0,3564.0
Montana,2020-05-26,943,6449.0,1107.0,6449.0,853.0
Nebraska,2020-05-26,2255,6449.0,2405.0,6449.0,2873.0
Nevada,2020-05-26,5433,6449.0,9022.0,6449.0,2349.0
New Hampshire,2020-05-26,2452,6449.0,2107.0,6449.0,1291.0
New Jersey,2020-05-26,9916,6449.0,3876.0,6449.0,7183.0
New Mexico,2020-05-26,3159,6449.0,3766.0,6449.0,3364.0
New York,2020-05-26,54579,6449.0,37292.0,6449.0,31678.0
North Carolina,2020-05-26,7058,6449.0,7934.0,6449.0,5141.0
North Dakota,2020-05-26,1410,6449.0,821.0,6449.0,1682.0
Ohio,2020-05-26,8779,6449.0,7621.0,6449.0,7007.0
Oklahoma,2020-05-26,3595,6449.0,2348.0,6449.0,2610.0
Oregon,2020-05-26,3342,6449.0,2150.0,6449.0,2812.0
Pennsylvania,2020-05-26,10399,6449.0,10540.0,6449.0,8558.0
Puerto Rico,2020-05-26,1337,6449.0,2340.0,6449.0,472.0
Rhode Island,2020-05-26,3668,6449.0,1643.0,6449.0,2995.0
South Carolina,2020-05-26,4621,6449.0,5016.0,6449.0,2910.0
South Dakota,2020-05-26,897,6449.0,558.0,6449.0,452.0
Tennessee,2020-05-26,7780,6449.0,6805.0,6449.0,9276.0
Texas,2020-05-26,47403,6449.0,42703.0,6449.0,17600.0
Utah,2020-05-26,3681,6449.0,2405.0,6449.0,5073.0
Vermont,2020-05-26,897,6449.0,306.0,6449.0,537.0
Virginia,2020-05-26,12235,6449.0,6510.0,6449.0,6555.0
Washington,2020-05-26,4008,6449.0,2846.0,6449.0,3871.0
West Virginia,2020-05-26,1092,6449.0,1360.0,6449.0,1629.0
Wisconsin,2020-05-26,11823,6449.0,9155.0,6449.0,5410.0
Wyoming,2020-05-26,2781,6449.0,0.0,6449.0,593.0
Alabama,2020-05-27,7966,8898.0,5079.0,8898.0,5014.0
Alaska,2020-05-27,2015,8898.0,1852.0,8898.0,926.0
Arizona,2020-05-27,7371,8898.0,8464.0,8898.0,4227.0
Arkansas,2020-05-27,3047,8898.0,1985.0,8898.0,2360.0
California,2020-05-27,52476,8898.0,52900.0,8898.0,33180.0
Colorado,2020-05-27,5656,8898.0,3909.0,8898.0,2847.0
Connecticut,2020-05-27,4029,8898.0,5165.0,8898.0,3936.0
Delaware,2020-05-27,2673,8898.0,1250.0,8898.0,1188.0
District of Columbia,2020-05-27,997,8898.0,799.0,8898.0,884.0
Florida,2020-05-27,41842,8898.0,46461.0,8898.0,22478.0
Georgia,2020-05-27,11531,8898.0,12962.0,8898.0,9169.0
Hawaii,2020-05-27,850,8898.0,583.0,8898.0,709.0
Idaho,2020-05-27,1135,8898.0,903.0,8898.0,921.0
Illinois,2020-05-27,20218,8898.0,20127.0,8898.0,13451.0
Indiana,2020-05-27,7211,8898.0,10684.0,8898.0,6902.0
Iowa,2020-05-27,5009,8898.0,5000.0,8898.0,3518.0
Kansas,2020-05-27,3525,8898.0,3443.0,8898.0,2458.0
Kentucky,2020-05-27,4284,8898.0,5366.0,8898.0,2856.0
Louisiana,2020-05-27,10316,8898.0,10531.0,8898.0,6729.0
Maine,2020-05-27,1566,8898.0,1116.0,8898.0,719.0
Maryland,2020-05-27,13517,8898.0,8980.0,8898.0,6045.0
Massachusetts,2020-05-27,12972,8898.0,10021.0,8898.0,11172.0
Michigan,2020-05-27,23231,8898.0,11759.0,8898.0,9479.0
Minnesota,2020-05-27,10503,8898.0,9022.0,8898.0,4322.0
Mississippi,2020-05-27,3913,8898.0,3434.0,8898.0,2380.0
Missouri,2020-05-27,8172,8898.0,5344.0,8898.0,3604.0
Montana,2020-05-27,1393,8898.0,943.0,8898.0,855.0
Nebraska,2020-05-27,4655,8898.0,2255.0,8898.0,2859.0
Nevada,2020-05-27,3433,8898.0,5433.0,8898.0,2417.0
New Hampshire,2020-05-27,1841,8898.0,2452.0,8898.0,1317.0
New Jersey,2020-05-27,14400,8898.0,9916.0,8898.0,7244.0
New Mexico,2020-05-27,5109,8898.0,3159.0,8898.0,3360.0
New York,2020-05-27,75990,8898.0,54579.0,8898.0,32187.0
North Carolina,2020-05-27,12382,8898.0,7058.0,8898.0,5184.0
North Dakota,2020-05-27,3598,8898.0,1410.0,8898.0,1676.0
Ohio,2020-05-27,12093,8898.0,8779.0,8898.0,7046.0
Oklahoma,2020-05-27,4830,8898.0,3595.0,8898.0,2632.0
Oregon,2020-05-27,4526,8898.0,3342.0,8898.0,2824.0
Pennsylvania,2020-05-27,13166,8898.0,10399.0,8898.0,8599.0
Puerto Rico,2020-05-27,419,8898.0,1337.0,8898.0,491.0
Rhode Island,2020-05-27,3239,8898.0,3668.0,8898.0,3010.0
South Carolina,2020-05-27,3602,8898.0,4621.0,8898.0,2948.0
South Dakota,2020-05-27,1672,8898.0,897.0,8898.0,462.0
Tennessee,2020-05-27,11090,8898.0,7780.0,8898.0,9243.0
Texas,2020-05-27,51000,8898.0,47403.0,8898.0,18263.0
Utah,2020-05-27,4904,8898.0,3681.0,8898.0,5042.0
Vermont,2020-05-27,1295,8898.0,897.0,8898.0,545.0
Virginia,2020-05-27,13614,8898.0,12235.0,8898.0,6681.0
Washington,2020-05-27,23981,8898.0,4008.0,8898.0,3874.0
West Virginia,2020-05-27,1859,8898.0,1092.0,8898.0,1617.0
Wisconsin,2020-05-27,10996,8898.0,11823.0,8898.0,5553.0
Wyoming,2020-05-27,570,8898.0,2781.0,8898.0,642.0
Alabama,2020-05-28,8129,10609.0,7966.0,10609.0,5078.0
Alaska,2020-05-28,1568,10609.0,2015.0,10609.0,950.0
Arizona,2020-05-28,8921,10609.0,7371.0,10609.0,4295.0
Arkansas,2020-05-28,2060,10609.0,3047.0,10609.0,2375.0
California,2020-05-28,64002,10609.0,52476.0,10609.0,33600.0
Colorado,2020-05-28,6819,10609.0,5656.0,10609.0,2908.0
Connecticut,2020-05-28,3064,10609.0,4029.0,10609.0,3938.0
Delaware,2020-05-28,2229,10609.0,2673.0,10609.0,1220.0
District of Columbia,2020-05-28,1416,10609.0,997.0,10609.0,887.0
Florida,2020-05-28,39363,10609.0,41842.0,10609.0,22899.0
Georgia,2020-05-28,10081,10609.0,11531.0,10609.0,9220.0
Hawaii,2020-05-28,975,10609.0,850.0,10609.0,712.0
Idaho,2020-05-28,1405,10609.0,1135.0,10609.0,925.0
Illinois,2020-05-28,21782,10609.0,20218.0,10609.0,13598.0
Indiana,2020-05-28,9253,10609.0,7211.0,10609.0,6909.0
Iowa,2020-05-28,5961,10609.0,5009.0,10609.0,3551.0
Kansas,2020-05-28,5267,10609.0,3525.0,10609.0,2481.0
Kentucky,2020-05-28,6084,10609.0,4284.0,10609.0,2887.0
Louisiana,2020-05-28,11884,10609.0,10316.0,10609.0,6806.0
Maine,2020-05-28,1453,10609.0,1566.0,10609.0,738.0
Maryland,2020-05-28,15198,10609.0,13517.0,10609.0,6208.0
Massachusetts,2020-05-28,12845,10609.0,12972.0,10609.0,11212.0
Michigan,2020-05-28,20326,10609.0,23231.0,10609.0,9778.0
Minnesota,2020-05-28,9100,10609.0,10503.0,10609.0,4457.0
Mississippi,2020-05-28,5212,10609.0,3913.0,10609.0,2414.0
Missouri,2020-05-28,9134,10609.0,8172.0,10609.0,3703.0
Montana,2020-05-28,1450,10609.0,1393.0,10609.0,866.0
Nebraska,2020-05-28,3528,10609.0,4655.0,10609.0,2898.0
Nevada,2020-05-28,4799,10609.0,3433.0,10609.0,2439.0
New Hampshire,2020-05-28,2686,10609.0,1841.0,10609.0,1328.0
New Jersey,2020-05-28,21449,10609.0,14400.0,10609.0,7400.0
New Mexico,2020-05-28,6288,10609.0,5109.0,10609.0,3398.0
New York,2020-05-28,65207,10609.0,75990.0,10609.0,33139.0
North Carolina,2020-05-28,11848,10609.0,12382.0,10609.0,5340.0
North Dakota,2020-05-28,3265,10609.0,3598.0,10609.0,1718.0
Ohio,2020-05-28,11775,10609.0,12093.0,10609.0,7156.0
Oklahoma,2020-05-28,4758,10609.0,4830.0,10609.0,2680.0
Oregon,2020-05-28,4045,10609.0,4526.0,10609.0,2861.0
Pennsylvania,2020-05-28,13718,10609.0,13166.0,10609.0,8698.0
Puerto Rico,2020-05-28,878,10609.0,419.0,10609.0,490.0
Rhode Island,2020-05-28,5251,10609.0,3239.0,10609.0,3015.0
South Carolina,2020-05-28,4990,10609.0,3602.0,10609.0,2962.0
South Dakota,2020-05-28,2308,10609.0,1672.0,10609.0,488.0
Tennessee,2020-05-28,10239,10609.0,11090.0,10609.0,9283.0
Texas,2020-05-28,31006,10609.0,51000.0,10609.0,18974.0
Utah,2020-05-28,4280,10609.0,4904.0,10609.0,5039.0
Vermont,2020-05-28,34,10609.0,1295.0,10609.0,561.0
Virginia,2020-05-28,15447,10609.0,13614.0,10609.0,6832.0
Washington,2020-05-28,4851,10609.0,23981.0,10609.0,4311.0
West Virginia,2020-05-28,3428,10609.0,1859.0,10609.0,1622.0
Wisconsin,2020-05-28,12117,10609.0,10996.0,10609.0,5671.0
Wyoming,2020-05-28,613,10609.0,570.0,10609.0,640.0
Alabama,2020-05-29,8311,10265.0,8129.0,10265.0,5143.0
Alaska,2020-05-29,1733,10265.0,1568.0,10265.0,963.0
Arizona,2020-05-29,10922,10265.0,8921.0,10265.0,4394.0
Arkansas,2020-05-29,3649,10265.0,2060.0,10265.0,2368.0
California,2020-05-29,67777,10265.0,64002.0,10265.0,34247.0
Colorado,2020-05-29,5325,10265.0,6819.0,10265.0,2991.0
Connecticut,2020-05-29,2560,10265.0,3064.0,10265.0,3919.0
Delaware,2020-05-29,1737,10265.0,2229.0,10265.0,1241.0
District of Columbia,2020-05-29,763,10265.0,1416.0,10265.0,898.0
Florida,2020-05-29,40570,10265.0,39363.0,10265.0,23249.0
Georgia,2020-05-29,7086,10265.0,10081.0,10265.0,9239.0
Hawaii,2020-05-29,780,10265.0,975.0,10265.0,718.0
Idaho,2020-05-29,1232,10265.0,1405.0,10265.0,935.0
Illinois,2020-05-29,24963,10265.0,21782.0,10265.0,13772.0
Indiana,2020-05-29,11619,10265.0,9253.0,10265.0,6959.0
Iowa,2020-05-29,5158,10265.0,5961.0,10265.0,3602.0
Kansas,2020-05-29,4055,10265.0,5267.0,10265.0,2540.0
Kentucky,2020-05-29,5205,10265.0,6084.0,10265.0,2955.0
Louisiana,2020-05-29,12042,10265.0,11884.0,10265.0,6915.0
Maine,2020-05-29,1764,10265.0,1453.0,10265.0,753.0
Maryland,2020-05-29,13730,10265.0,15198.0,10265.0,6399.0
Massachusetts,2020-05-29,12023,10265.0,12845.0,10265.0,11246.0
Michigan,2020-05-29,21110,10265.0,20326.0,10265.0,10002.0
Minnesota,2020-05-29,10560,10265.0,9100.0,10265.0,4555.0
Mississippi,2020-05-29,4025,10265.0,5212.0,10265.0,2473.0
Missouri,2020-05-29,9319,10265.0,9134.0,10265.0,3819.0
Montana,2020-05-29,1654,10265.0,1450.0,10265.0,879.0
Nebraska,2020-05-29,6034,10265.0,3528.0,10265.0,2912.0
Nevada,2020-05-29,4553,10265.0,4799.0,10265.0,2489.0
New Hampshire,2020-05-29,2159,10265.0,2686.0,10265.0,1357.0
New Jersey,2020-05-29,23825,10265.0,21449.0,10265.0,7699.0
New Mexico,2020-05-29,6923,10265.0,6288.0,10265.0,3459.0
New York,2020-05-29,70493,10265.0,65207.0,10265.0,33821.0
North Carolina,2020-05-29,11320,10265.0,11848.0,10265.0,5479.0
North Dakota,2020-05-29,2892,10265.0,3265.0,10265.0,1751.0
Ohio,2020-05-29,12265,10265.0,11775.0,10265.0,7254.0
Oklahoma,2020-05-29,4867,10265.0,4758.0,10265.0,2724.0
Oregon,2020-05-29,3917,10265.0,4045.0,10265.0,2886.0
Pennsylvania,2020-05-29,13713,10265.0,13718.0,10265.0,8805.0
Puerto Rico,2020-05-29,656,10265.0,878.0,10265.0,498.0
Rhode Island,2020-05-29,4645,10265.0,5251.0,10265.0,3062.0
South Carolina,2020-05-29,5717,10265.0,4990.0,10265.0,3006.0
South Dakota,2020-05-29,2060,10265.0,2308.0,10265.0,527.0
Tennessee,2020-05-29,7217,10265.0,10239.0,10265.0,9303.0
Texas,2020-05-29,31223,10265.0,31006.0,10265.0,19230.0
Utah,2020-05-29,5390,10265.0,4280.0,10265.0,5023.0
Vermont,2020-05-29,1218,10265.0,34.0,10265.0,550.0
Virginia,2020-05-29,13977,10265.0,15447.0,10265.0,7015.0
Washington,2020-05-29,5550,10265.0,4851.0,10265.0,4322.0
West Virginia,2020-05-29,2624,10265.0,3428.0,10265.0,1660.0
Wisconsin,2020-05-29,13046,10265.0,12117.0,10265.0,5808.0
Wyoming,2020-05-29,0,10265.0,613.0,10265.0,640.0
Alabama,2020-05-30,8202,10499.0,8311.0,10499.0,5209.0
Alaska,2020-05-30,1355,10499.0,1733.0,10499.0,979.0
Arizona,2020-05-30,8970,10499.0,10922.0,10499.0,4530.0
Arkansas,2020-05-30,4343,10499.0,3649.0,10499.0,2395.0
California,2020-05-30,56381,10499.0,67777.0,10499.0,34945.0
Colorado,2020-05-30,5240,10499.0,5325.0,10499.0,3040.0
Connecticut,2020-05-30,2049,10499.0,2560.0,10499.0,3891.0
Delaware,2020-05-30,893,10499.0,1737.0,10499.0,1252.0
District of Columbia,2020-05-30,959,10499.0,763.0,10499.0,895.0
Florida,2020-05-30,18540,10499.0,40570.0,10499.0,23610.0
Georgia,2020-05-30,2348,10499.0,7086.0,10499.0,9194.0
Hawaii,2020-05-30,736,10499.0,780.0,10499.0,719.0
Idaho,2020-05-30,1355,10499.0,1232.0,10499.0,942.0
Illinois,2020-05-30,17509,10499.0,24963.0,10499.0,14005.0
Indiana,2020-05-30,7679,10499.0,11619.0,10499.0,7056.0
Iowa,2020-05-30,6904,10499.0,5158.0,10499.0,3634.0
Kansas,2020-05-30,4225,10499.0,4055.0,10499.0,2572.0
Kentucky,2020-05-30,2045,10499.0,5205.0,10499.0,3002.0
Louisiana,2020-05-30,6833,10499.0,12042.0,10499.0,7021.0
Maine,2020-05-30,749,10499.0,1764.0,10499.0,774.0
Maryland,2020-05-30,12005,10499.0,13730.0,10499.0,6552.0
Massachusetts,2020-05-30,14347,10499.0,12023.0,10499.0,11263.0
Michigan,2020-05-30,17141,10499.0,21110.0,10499.0,10233.0
Minnesota,2020-05-30,7477,10499.0,10560.0,10499.0,4681.0
Mississippi,2020-05-30,5064,10499.0,4025.0,10499.0,2505.0
Missouri,2020-05-30,2644,10499.0,9319.0,10499.0,3933.0
Montana,2020-05-30,1026,10499.0,1654.0,10499.0,895.0
Nebraska,2020-05-30,4643,10499.0,6034.0,10499.0,2977.0
Nevada,2020-05-30,4511,10499.0,4553.0,10499.0,2532.0
New Hampshire,2020-05-30,2741,10499.0,2159.0,10499.0,1374.0
New Jersey,2020-05-30,11070,10499.0,23825.0,10499.0,8035.0
New Mexico,2020-05-30,5542,10499.0,6923.0,10499.0,3532.0
New York,2020-05-30,58999,10499.0,70493.0,10499.0,34585.0
North Carolina,2020-05-30,12844,10499.0,11320.0,10499.0,5601.0
North Dakota,2020-05-30,1906,10499.0,2892.0,10499.0,1774.0
Ohio,2020-05-30,11120,10499.0,12265.0,10499.0,7359.0
Oklahoma,2020-05-30,4402,10499.0,4867.0,10499.0,2769.0
Oregon,2020-05-30,3711,10499.0,3917.0,10499.0,2908.0
Pennsylvania,2020-05-30,12526,10499.0,13713.0,10499.0,8907.0
Puerto Rico,2020-05-30,297,10499.0,656.0,10499.0,501.0
Rhode Island,2020-05-30,4593,10499.0,4645.0,10499.0,3095.0
South Carolina,2020-05-30,6206,10499.0,5717.0,10499.0,3062.0
South Dakota,2020-05-30,2173,10499.0,2060.0,10499.0,559.0
Tennessee,2020-05-30,8399,10499.0,7217.0,10499.0,9260.0
Texas,2020-05-30,41330,10499.0,31223.0,10499.0,19480.0
Utah,2020-05-30,5257,10499.0,5390.0,10499.0,5031.0
Vermont,2020-05-30,1763,10499.0,1218.0,10499.0,564.0
Virginia,2020-05-30,11923,10499.0,13977.0,10499.0,7160.0
Washington,2020-05-30,5097,10499.0,5550.0,10499.0,4348.0
West Virginia,2020-05-30,1741,10499.0,2624.0,10499.0,1680.0
Wisconsin,2020-05-30,12444,10499.0,13046.0,10499.0,5959.0
Wyoming,2020-05-30,0,10499.0,0.0,10499.0,626.0
Alabama,2020-05-31,4521,8697.0,8202.0,8697.0,5270.0
Alaska,2020-05-31,1223,8697.0,1355.0,8697.0,987.0
Arizona,2020-05-31,8579,8697.0,8970.0,8697.0,4620.0
Arkansas,2020-05-31,4235,8697.0,4343.0,8697.0,2435.0
California,2020-05-31,55296,8697.0,56381.0,8697.0,35383.0
Colorado,2020-05-31,4347,8697.0,5240.0,8697.0,3085.0
Connecticut,2020-05-31,1580,8697.0,2049.0,8697.0,3853.0
Delaware,2020-05-31,479,8697.0,893.0,8697.0,1244.0
District of Columbia,2020-05-31,642,8697.0,959.0,8697.0,897.0
Florida,2020-05-31,14198,8697.0,18540.0,8697.0,23506.0
Georgia,2020-05-31,1883,8697.0,2348.0,8697.0,9054.0
Hawaii,2020-05-31,573,8697.0,736.0,8697.0,719.0
Idaho,2020-05-31,904,8697.0,1355.0,8697.0,950.0
Illinois,2020-05-31,12185,8697.0,17509.0,8697.0,14076.0
Indiana,2020-05-31,6278,8697.0,7679.0,8697.0,7069.0
Iowa,2020-05-31,7104,8697.0,6904.0,8697.0,3701.0
Kansas,2020-05-31,2585,8697.0,4225.0,8697.0,2606.0
Kentucky,2020-05-31,3294,8697.0,2045.0,8697.0,2983.0
Louisiana,2020-05-31,5702,8697.0,6833.0,8697.0,7018.0
Maine,2020-05-31,905,8697.0,749.0,8697.0,774.0
Maryland,2020-05-31,10315,8697.0,12005.0,8697.0,6663.0
Massachusetts,2020-05-31,8608,8697.0,14347.0,8697.0,11325.0
Michigan,2020-05-31,13475,8697.0,17141.0,8697.0,10374.0
Minnesota,2020-05-31,7590,8697.0,7477.0,8697.0,4738.0
Mississippi,2020-05-31,3520,8697.0,5064.0,8697.0,2558.0
Missouri,2020-05-31,449,8697.0,2644.0,8697.0,3907.0
Montana,2020-05-31,1213,8697.0,1026.0,8697.0,898.0
Nebraska,2020-05-31,2930,8697.0,4643.0,8697.0,3011.0
Nevada,2020-05-31,4621,8697.0,4511.0,8697.0,2573.0
New Hampshire,2020-05-31,1382,8697.0,2741.0,8697.0,1402.0
New Jersey,2020-05-31,9047,8697.0,11070.0,8697.0,8097.0
New Mexico,2020-05-31,3932,8697.0,5542.0,8697.0,3573.0
New York,2020-05-31,54871,8697.0,58999.0,8697.0,35083.0
North Carolina,2020-05-31,7793,8697.0,12844.0,8697.0,5748.0
North Dakota,2020-05-31,1101,8697.0,1906.0,8697.0,1777.0
Ohio,2020-05-31,8828,8697.0,11120.0,8697.0,7435.0
Oklahoma,2020-05-31,4041,8697.0,4402.0,8697.0,2802.0
Oregon,2020-05-31,3703,8697.0,3711.0,8697.0,2924.0
Pennsylvania,2020-05-31,12323,8697.0,12526.0,8697.0,8981.0
Puerto Rico,2020-05-31,373,8697.0,297.0,8697.0,497.0
Rhode Island,2020-05-31,2594,8697.0,4593.0,8697.0,3126.0
South Carolina,2020-05-31,4322,8697.0,6206.0,8697.0,3126.0
South Dakota,2020-05-31,2285,8697.0,2173.0,8697.0,592.0
Tennessee,2020-05-31,6439,8697.0,8399.0,8697.0,9242.0
Texas,2020-05-31,30134,8697.0,41330.0,8697.0,19926.0
Utah,2020-05-31,3966,8697.0,5257.0,8697.0,5035.0
Vermont,2020-05-31,1059,8697.0,1763.0,8697.0,589.0
Virginia,2020-05-31,8849,8697.0,11923.0,8697.0,7258.0
Washington,2020-05-31,4826,8697.0,5097.0,8697.0,4363.0
West Virginia,2020-05-31,716,8697.0,1741.0,8697.0,1682.0
Wisconsin,2020-05-31,12449,8697.0,12444.0,8697.0,6092.0
Wyoming,2020-05-31,0,8697.0,0.0,8697.0,614.0
Alabama,2020-06-01,4847,7197.0,4521.0,7197.0,5255.0
Alaska,2020-06-01,2059,7197.0,1223.0,7197.0,992.0
Arizona,2020-06-01,7841,7197.0,8579.0,7197.0,4700.0
Arkansas,2020-06-01,2591,7197.0,4235.0,7197.0,2471.0
California,2020-06-01,56479,7197.0,55296.0,7197.0,35781.0
Colorado,2020-06-01,3962,7197.0,4347.0,7197.0,3110.0
Connecticut,2020-06-01,2454,7197.0,1580.0,7197.0,3808.0
Delaware,2020-06-01,1363,7197.0,479.0,7197.0,1229.0
District of Columbia,2020-06-01,637,7197.0,642.0,7197.0,891.0
Florida,2020-06-01,36095,7197.0,14198.0,7197.0,23320.0
Georgia,2020-06-01,2400,7197.0,1883.0,7197.0,8911.0
Hawaii,2020-06-01,688,7197.0,573.0,7197.0,717.0
Idaho,2020-06-01,973,7197.0,904.0,7197.0,949.0
Illinois,2020-06-01,16819,7197.0,12185.0,7197.0,14039.0
Indiana,2020-06-01,8631,7197.0,6278.0,7197.0,7053.0
Iowa,2020-06-01,4681,7197.0,7104.0,7197.0,3769.0
Kansas,2020-06-01,3432,7197.0,2585.0,7197.0,2605.0
Kentucky,2020-06-01,4792,7197.0,3294.0,7197.0,2989.0
Louisiana,2020-06-01,10047,7197.0,5702.0,7197.0,6991.0
Maine,2020-06-01,1389,7197.0,905.0,7197.0,776.0
Maryland,2020-06-01,9644,7197.0,10315.0,7197.0,6736.0
Massachusetts,2020-06-01,10044,7197.0,8608.0,7197.0,11271.0
Michigan,2020-06-01,12090,7197.0,13475.0,7197.0,10436.0
Minnesota,2020-06-01,6485,7197.0,7590.0,7197.0,4795.0
Mississippi,2020-06-01,3719,7197.0,3520.0,7197.0,2577.0
Missouri,2020-06-01,432,7197.0,449.0,7197.0,3838.0
Montana,2020-06-01,1061,7197.0,1213.0,7197.0,904.0
Nebraska,2020-06-01,4400,7197.0,2930.0,7197.0,3009.0
Nevada,2020-06-01,5903,7197.0,4621.0,7197.0,2614.0
New Hampshire,2020-06-01,1514,7197.0,1382.0,7197.0,1401.0
New Jersey,2020-06-01,19430,7197.0,9047.0,7197.0,8116.0
New Mexico,2020-06-01,4722,7197.0,3932.0,7197.0,3580.0
New York,2020-06-01,59164,7197.0,54871.0,7197.0,35479.0
North Carolina,2020-06-01,9103,7197.0,7793.0,7197.0,5789.0
North Dakota,2020-06-01,2354,7197.0,1101.0,7197.0,1763.0
Ohio,2020-06-01,10421,7197.0,8828.0,7197.0,7463.0
Oklahoma,2020-06-01,3312,7197.0,4041.0,7197.0,2827.0
Oregon,2020-06-01,3098,7197.0,3703.0,7197.0,2940.0
