State,Date,TestsReported,Shift_Date,SAA_t_1_scalar,SAA_t_1_vector
New York,2020-06-14,53792,2020-06-15,10197.0,69750.0
Louisiana,2020-06-14,5526,2020-06-15,10197.0,6939.0
Rhode Island,2020-06-14,1968,2020-06-15,10197.0,2994.0
Montana,2020-06-14,2852,2020-06-15,10197.0,1584.0
Kentucky,2020-06-14,2133,2020-06-15,10197.0,3124.0
Maine,2020-06-14,1013,2020-06-15,10197.0,1655.0
Nevada,2020-06-14,4737,2020-06-15,10197.0,4173.0
Missouri,2020-06-14,185,2020-06-15,10197.0,451.0
Connecticut,2020-06-14,4344,2020-06-15,10197.0,4797.0
North Dakota,2020-06-14,454,2020-06-15,10197.0,2888.0
Ohio,2020-06-14,9304,2020-06-15,10197.0,10867.0
Kansas,2020-06-14,3184,2020-06-15,10197.0,1455.0
New Hampshire,2020-06-14,2099,2020-06-15,10197.0,3002.0
Maryland,2020-06-14,11386,2020-06-15,10197.0,13580.0
South Carolina,2020-06-14,5626,2020-06-15,10197.0,7400.0
Florida,2020-06-14,20234,2020-06-15,10197.0,27362.0
North Carolina,2020-06-14,3895,2020-06-15,10197.0,15792.0
Delaware,2020-06-14,2668,2020-06-15,10197.0,2749.0
Pennsylvania,2020-06-14,12433,2020-06-15,10197.0,16518.0
California,2020-06-14,60961,2020-06-15,10197.0,72240.0
Mississippi,2020-06-14,2673,2020-06-15,10197.0,2866.0
District of Columbia,2020-06-14,1724,2020-06-15,10197.0,1730.0
Alabama,2020-06-14,3499,2020-06-15,10197.0,8596.0
Alaska,2020-06-14,1643,2020-06-15,10197.0,1899.0
Hawaii,2020-06-14,777,2020-06-15,10197.0,1111.0
Washington,2020-06-14,7352,2020-06-15,10197.0,8111.0
Georgia,2020-06-14,4176,2020-06-15,10197.0,7029.0
Idaho,2020-06-14,977,2020-06-15,10197.0,1046.0
Arkansas,2020-06-14,5243,2020-06-15,10197.0,7578.0
Colorado,2020-06-14,5165,2020-06-15,10197.0,5419.0
New Jersey,2020-06-14,10347,2020-06-15,10197.0,18876.0
Puerto Rico,2020-06-14,1539,2020-06-15,10197.0,577.0
Colorado,2020-06-15,6132,2020-06-16,7957.0,5165.0
Indiana,2020-06-15,15824,2020-06-16,7957.0,12584.0
Kentucky,2020-06-15,6106,2020-06-16,7957.0,2133.0
Texas,2020-06-15,40190,2020-06-16,7957.0,32079.0
New Mexico,2020-06-15,3077,2020-06-16,7957.0,5344.0
Hawaii,2020-06-15,1132,2020-06-16,7957.0,777.0
Washington,2020-06-15,7205,2020-06-16,7957.0,7352.0
Kansas,2020-06-15,3346,2020-06-16,7957.0,3184.0
South Carolina,2020-06-15,5136,2020-06-16,7957.0,5626.0
Utah,2020-06-15,5571,2020-06-16,7957.0,5113.0
New York,2020-06-15,51108,2020-06-16,7957.0,53792.0
Connecticut,2020-06-15,4759,2020-06-16,7957.0,4344.0
Pennsylvania,2020-06-15,13015,2020-06-16,7957.0,12433.0
Maryland,2020-06-15,9117,2020-06-16,7957.0,11386.0
Idaho,2020-06-15,1291,2020-06-16,7957.0,977.0
Alaska,2020-06-15,3510,2020-06-16,7957.0,1643.0
North Carolina,2020-06-15,9141,2020-06-16,7957.0,3895.0
Minnesota,2020-06-15,9204,2020-06-16,7957.0,16663.0
Arizona,2020-06-15,12350,2020-06-16,7957.0,11201.0
New Jersey,2020-06-15,17483,2020-06-16,7957.0,10347.0
Georgia,2020-06-15,14187,2020-06-16,7957.0,4176.0
Illinois,2020-06-15,21979,2020-06-16,7957.0,13682.0
Oregon,2020-06-15,5005,2020-06-16,7957.0,4866.0
Massachusetts,2020-06-15,9417,2020-06-16,7957.0,6173.0
Michigan,2020-06-15,12501,2020-06-16,7957.0,9685.0
Ohio,2020-06-15,10719,2020-06-16,7957.0,9304.0
Vermont,2020-06-15,1050,2020-06-16,7957.0,645.0
Tennessee,2020-06-15,8867,2020-06-16,7957.0,8575.0
Louisiana,2020-06-15,11935,2020-06-16,7957.0,5526.0
Alabama,2020-06-15,6919,2020-06-16,7957.0,3499.0
Arkansas,2020-06-15,6756,2020-06-16,7957.0,5243.0
Missouri,2020-06-15,457,2020-06-16,7957.0,185.0
Rhode Island,2020-06-15,3307,2020-06-16,7957.0,1968.0
District of Columbia,2020-06-15,1694,2020-06-16,7957.0,1724.0
South Dakota,2020-06-15,1770,2020-06-16,7957.0,1301.0
Nevada,2020-06-15,3809,2020-06-16,7957.0,4737.0
Wisconsin,2020-06-15,8754,2020-06-16,7957.0,9939.0
Puerto Rico,2020-06-15,1403,2020-06-16,7957.0,1539.0
Iowa,2020-06-15,5086,2020-06-16,7957.0,4311.0
North Dakota,2020-06-15,1062,2020-06-16,7957.0,454.0
New Hampshire,2020-06-15,1727,2020-06-16,7957.0,2099.0
Florida,2020-06-15,52996,2020-06-16,7957.0,20234.0
Virginia,2020-06-15,8444,2020-06-16,7957.0,9724.0
Oklahoma,2020-06-15,2765,2020-06-16,7957.0,3732.0
Mississippi,2020-06-15,2632,2020-06-16,7957.0,2673.0
Delaware,2020-06-15,1050,2020-06-16,7957.0,2668.0
Maine,2020-06-15,1514,2020-06-16,7957.0,1013.0
West Virginia,2020-06-15,3416,2020-06-16,7957.0,1390.0
California,2020-06-15,64598,2020-06-16,7957.0,60961.0
Montana,2020-06-15,1465,2020-06-16,7957.0,2852.0
Nebraska,2020-06-15,4348,2020-06-16,7957.0,2794.0
Wyoming,2020-06-15,709,2020-06-16,7957.0,45.0
Georgia,2020-06-16,16585,2020-06-17,9751.0,14187.0
New Mexico,2020-06-16,4712,2020-06-17,9751.0,3077.0
Indiana,2020-06-16,14980,2020-06-17,9751.0,15824.0
New York,2020-06-16,74253,2020-06-17,9751.0,51108.0
Pennsylvania,2020-06-16,16668,2020-06-17,9751.0,13015.0
Kansas,2020-06-16,5627,2020-06-17,9751.0,3346.0
Alabama,2020-06-16,10089,2020-06-17,9751.0,6919.0
Mississippi,2020-06-16,3928,2020-06-17,9751.0,2632.0
Ohio,2020-06-16,16659,2020-06-17,9751.0,10719.0
Wyoming,2020-06-16,5850,2020-06-17,9751.0,709.0
Texas,2020-06-16,70726,2020-06-17,9751.0,40190.0
Maine,2020-06-16,1626,2020-06-17,9751.0,1514.0
Rhode Island,2020-06-16,2978,2020-06-17,9751.0,3307.0
North Carolina,2020-06-16,13541,2020-06-17,9751.0,9141.0
District of Columbia,2020-06-16,1816,2020-06-17,9751.0,1694.0
Arkansas,2020-06-16,5700,2020-06-17,9751.0,6756.0
Montana,2020-06-16,1273,2020-06-17,9751.0,1465.0
Massachusetts,2020-06-16,12456,2020-06-17,9751.0,9417.0
Michigan,2020-06-16,16147,2020-06-17,9751.0,12501.0
Connecticut,2020-06-16,6599,2020-06-17,9751.0,4759.0
California,2020-06-16,78028,2020-06-17,9751.0,64598.0
West Virginia,2020-06-16,2890,2020-06-17,9751.0,3416.0
New Hampshire,2020-06-16,2008,2020-06-17,9751.0,1727.0
Nebraska,2020-06-16,4636,2020-06-17,9751.0,4348.0
Utah,2020-06-16,6939,2020-06-17,9751.0,5571.0
Vermont,2020-06-16,229,2020-06-17,9751.0,1050.0
Oregon,2020-06-16,8182,2020-06-17,9751.0,5005.0
Wisconsin,2020-06-16,12690,2020-06-17,9751.0,8754.0
Maryland,2020-06-16,11568,2020-06-17,9751.0,9117.0
Minnesota,2020-06-16,14137,2020-06-17,9751.0,9204.0
Virginia,2020-06-16,11636,2020-06-17,9751.0,8444.0
North Dakota,2020-06-16,4740,2020-06-17,9751.0,1062.0
New Jersey,2020-06-16,22980,2020-06-17,9751.0,17483.0
Louisiana,2020-06-16,15203,2020-06-17,9751.0,11935.0
South Carolina,2020-06-16,7352,2020-06-17,9751.0,5136.0
Delaware,2020-06-16,1488,2020-06-17,9751.0,1050.0
South Dakota,2020-06-16,1819,2020-06-17,9751.0,1770.0
Colorado,2020-06-16,7547,2020-06-17,9751.0,6132.0
Alaska,2020-06-16,4083,2020-06-17,9751.0,3510.0
Hawaii,2020-06-16,1502,2020-06-17,9751.0,1132.0
Nevada,2020-06-16,3589,2020-06-17,9751.0,3809.0
Oklahoma,2020-06-16,3773,2020-06-17,9751.0,2765.0
Missouri,2020-06-16,590,2020-06-17,9751.0,457.0
Tennessee,2020-06-16,20418,2020-06-17,9751.0,8867.0
Puerto Rico,2020-06-16,1522,2020-06-17,9751.0,1403.0
Kentucky,2020-06-16,7052,2020-06-17,9751.0,6106.0
Washington,2020-06-16,9330,2020-06-17,9751.0,7205.0
Florida,2020-06-16,54732,2020-06-17,9751.0,52996.0
Idaho,2020-06-16,1900,2020-06-17,9751.0,1291.0
Illinois,2020-06-16,24306,2020-06-17,9751.0,21979.0
Iowa,2020-06-16,6666,2020-06-17,9751.0,5086.0
Arizona,2020-06-16,15756,2020-06-17,9751.0,12350.0
Indiana,2020-06-17,13203,2020-06-18,12914.0,14980.0
Mississippi,2020-06-17,4420,2020-06-18,12914.0,3928.0
Missouri,2020-06-17,435,2020-06-18,12914.0,590.0
Texas,2020-06-17,71332,2020-06-18,12914.0,70726.0
Connecticut,2020-06-17,9664,2020-06-18,12914.0,6599.0
New York,2020-06-17,77810,2020-06-18,12914.0,74253.0
Tennessee,2020-06-17,17977,2020-06-18,12914.0,20418.0
Nevada,2020-06-17,3766,2020-06-18,12914.0,3589.0
Oklahoma,2020-06-17,4720,2020-06-18,12914.0,3773.0
Maine,2020-06-17,1668,2020-06-18,12914.0,1626.0
Maryland,2020-06-17,11371,2020-06-18,12914.0,11568.0
South Dakota,2020-06-17,1647,2020-06-18,12914.0,1819.0
Oregon,2020-06-17,8047,2020-06-18,12914.0,8182.0
Arkansas,2020-06-17,8750,2020-06-18,12914.0,5700.0
Iowa,2020-06-17,7914,2020-06-18,12914.0,6666.0
Utah,2020-06-17,6689,2020-06-18,12914.0,6939.0
Virginia,2020-06-17,13109,2020-06-18,12914.0,11636.0
Kentucky,2020-06-17,6529,2020-06-18,12914.0,7052.0
Illinois,2020-06-17,23808,2020-06-18,12914.0,24306.0
Minnesota,2020-06-17,15805,2020-06-18,12914.0,14137.0
Nebraska,2020-06-17,4596,2020-06-18,12914.0,4636.0
Alabama,2020-06-17,10264,2020-06-18,12914.0,10089.0
Georgia,2020-06-17,16543,2020-06-18,12914.0,16585.0
New Hampshire,2020-06-17,2650,2020-06-18,12914.0,2008.0
Hawaii,2020-06-17,1667,2020-06-18,12914.0,1502.0
North Carolina,2020-06-17,19726,2020-06-18,12914.0,13541.0
Colorado,2020-06-17,7488,2020-06-18,12914.0,7547.0
Ohio,2020-06-17,15705,2020-06-18,12914.0,16659.0
Pennsylvania,2020-06-17,20792,2020-06-18,12914.0,16668.0
District of Columbia,2020-06-17,1619,2020-06-18,12914.0,1816.0
New Jersey,2020-06-17,15179,2020-06-18,12914.0,22980.0
Michigan,2020-06-17,21353,2020-06-18,12914.0,16147.0
Florida,2020-06-17,59127,2020-06-18,12914.0,54732.0
California,2020-06-17,81249,2020-06-18,12914.0,78028.0
Idaho,2020-06-17,1572,2020-06-18,12914.0,1900.0
West Virginia,2020-06-17,2548,2020-06-18,12914.0,2890.0
Arizona,2020-06-17,17250,2020-06-18,12914.0,15756.0
Louisiana,2020-06-17,18668,2020-06-18,12914.0,15203.0
North Dakota,2020-06-17,4011,2020-06-18,12914.0,4740.0
Alaska,2020-06-17,3362,2020-06-18,12914.0,4083.0
Massachusetts,2020-06-17,12983,2020-06-18,12914.0,12456.0
Wisconsin,2020-06-17,15858,2020-06-18,12914.0,12690.0
Wyoming,2020-06-17,134,2020-06-18,12914.0,5850.0
Rhode Island,2020-06-17,2954,2020-06-18,12914.0,2978.0
South Carolina,2020-06-17,8299,2020-06-18,12914.0,7352.0
Vermont,2020-06-17,1501,2020-06-18,12914.0,229.0
Delaware,2020-06-17,4930,2020-06-18,12914.0,1488.0
Kansas,2020-06-17,4452,2020-06-18,12914.0,5627.0
New Mexico,2020-06-17,5822,2020-06-18,12914.0,4712.0
Montana,2020-06-17,1344,2020-06-18,12914.0,1273.0
Puerto Rico,2020-06-17,1716,2020-06-18,12914.0,1522.0
Washington,2020-06-17,9360,2020-06-18,12914.0,9330.0
West Virginia,2020-06-18,2635,2020-06-19,13527.0,2548.0
Maine,2020-06-18,1385,2020-06-19,13527.0,1668.0
Alabama,2020-06-18,10146,2020-06-19,13527.0,10264.0
Mississippi,2020-06-18,3771,2020-06-19,13527.0,4420.0
Alaska,2020-06-18,2990,2020-06-19,13527.0,3362.0
Idaho,2020-06-18,2341,2020-06-19,13527.0,1572.0
Arizona,2020-06-18,12910,2020-06-19,13527.0,17250.0
Minnesota,2020-06-18,17474,2020-06-19,13527.0,15805.0
New Jersey,2020-06-18,23083,2020-06-19,13527.0,15179.0
Indiana,2020-06-18,15967,2020-06-19,13527.0,13203.0
Pennsylvania,2020-06-18,18899,2020-06-19,13527.0,20792.0
District of Columbia,2020-06-18,1335,2020-06-19,13527.0,1619.0
Kansas,2020-06-18,4348,2020-06-19,13527.0,4452.0
Florida,2020-06-18,58825,2020-06-19,13527.0,59127.0
Ohio,2020-06-18,14551,2020-06-19,13527.0,15705.0
Washington,2020-06-18,9393,2020-06-19,13527.0,9360.0
Tennessee,2020-06-18,17736,2020-06-19,13527.0,17977.0
Georgia,2020-06-18,17103,2020-06-19,13527.0,16543.0
Wisconsin,2020-06-18,15688,2020-06-19,13527.0,15858.0
Oregon,2020-06-18,7197,2020-06-19,13527.0,8047.0
Louisiana,2020-06-18,17929,2020-06-19,13527.0,18668.0
Illinois,2020-06-18,25857,2020-06-19,13527.0,23808.0
South Dakota,2020-06-18,1039,2020-06-19,13527.0,1647.0
Montana,2020-06-18,1938,2020-06-19,13527.0,1344.0
California,2020-06-18,80429,2020-06-19,13527.0,81249.0
North Dakota,2020-06-18,4823,2020-06-19,13527.0,4011.0
Colorado,2020-06-18,7020,2020-06-19,13527.0,7488.0
Kentucky,2020-06-18,6300,2020-06-19,13527.0,6529.0
South Carolina,2020-06-18,8124,2020-06-19,13527.0,8299.0
Oklahoma,2020-06-18,5378,2020-06-19,13527.0,4720.0
New Hampshire,2020-06-18,2536,2020-06-19,13527.0,2650.0
Texas,2020-06-18,77340,2020-06-19,13527.0,71332.0
Missouri,2020-06-18,719,2020-06-19,13527.0,435.0
Virginia,2020-06-18,11438,2020-06-19,13527.0,13109.0
Nevada,2020-06-18,4139,2020-06-19,13527.0,3766.0
New York,2020-06-18,75640,2020-06-19,13527.0,77810.0
Hawaii,2020-06-18,1567,2020-06-19,13527.0,1667.0
North Carolina,2020-06-18,17277,2020-06-19,13527.0,19726.0
Nebraska,2020-06-18,4233,2020-06-19,13527.0,4596.0
New Mexico,2020-06-18,5970,2020-06-19,13527.0,5822.0
Delaware,2020-06-18,2885,2020-06-19,13527.0,4930.0
Vermont,2020-06-18,1362,2020-06-19,13527.0,1501.0
Rhode Island,2020-06-18,3141,2020-06-19,13527.0,2954.0
Massachusetts,2020-06-18,14785,2020-06-19,13527.0,12983.0
Arkansas,2020-06-18,7516,2020-06-19,13527.0,8750.0
Wyoming,2020-06-18,163,2020-06-19,13527.0,134.0
Utah,2020-06-18,8054,2020-06-19,13527.0,6689.0
Michigan,2020-06-18,17442,2020-06-19,13527.0,21353.0
Iowa,2020-06-18,7701,2020-06-19,13527.0,7914.0
Connecticut,2020-06-18,7413,2020-06-19,13527.0,9664.0
Puerto Rico,2020-06-18,768,2020-06-19,13527.0,1716.0
Maryland,2020-06-18,10207,2020-06-19,13527.0,11371.0
North Dakota,2020-06-19,3780,2020-06-20,13441.0,4823.0
Arizona,2020-06-19,19977,2020-06-20,13441.0,12910.0
Wisconsin,2020-06-19,14539,2020-06-20,13441.0,15688.0
Colorado,2020-06-19,7156,2020-06-20,13441.0,7020.0
Illinois,2020-06-19,27095,2020-06-20,13441.0,25857.0
Tennessee,2020-06-19,12687,2020-06-20,13441.0,17736.0
Washington,2020-06-19,8701,2020-06-20,13441.0,9393.0
Hawaii,2020-06-19,1244,2020-06-20,13441.0,1567.0
Maryland,2020-06-19,12486,2020-06-20,13441.0,10207.0
Kentucky,2020-06-19,5525,2020-06-20,13441.0,6300.0
South Dakota,2020-06-19,1165,2020-06-20,13441.0,1039.0
Missouri,2020-06-19,588,2020-06-20,13441.0,719.0
Oklahoma,2020-06-19,4739,2020-06-20,13441.0,5378.0
North Carolina,2020-06-19,10653,2020-06-20,13441.0,17277.0
Puerto Rico,2020-06-19,804,2020-06-20,13441.0,768.0
Delaware,2020-06-19,2871,2020-06-20,13441.0,2885.0
Alaska,2020-06-19,2942,2020-06-20,13441.0,2990.0
Oregon,2020-06-19,6931,2020-06-20,13441.0,7197.0
New Jersey,2020-06-19,25023,2020-06-20,13441.0,23083.0
Virginia,2020-06-19,10086,2020-06-20,13441.0,11438.0
Minnesota,2020-06-19,10617,2020-06-20,13441.0,17474.0
Idaho,2020-06-19,2337,2020-06-20,13441.0,2341.0
Louisiana,2020-06-19,18792,2020-06-20,13441.0,17929.0
Florida,2020-06-19,56394,2020-06-20,13441.0,58825.0
Kansas,2020-06-19,4387,2020-06-20,13441.0,4348.0
Nevada,2020-06-19,5863,2020-06-20,13441.0,4139.0
New Mexico,2020-06-19,6207,2020-06-20,13441.0,5970.0
Indiana,2020-06-19,17884,2020-06-20,13441.0,15967.0
Texas,2020-06-19,72846,2020-06-20,13441.0,77340.0
Ohio,2020-06-19,14745,2020-06-20,13441.0,14551.0
District of Columbia,2020-06-19,739,2020-06-20,13441.0,1335.0
Iowa,2020-06-19,8306,2020-06-20,13441.0,7701.0
Wyoming,2020-06-19,990,2020-06-20,13441.0,163.0
Mississippi,2020-06-19,3729,2020-06-20,13441.0,3771.0
Maine,2020-06-19,1713,2020-06-20,13441.0,1385.0
South Carolina,2020-06-19,8745,2020-06-20,13441.0,8124.0
Michigan,2020-06-19,15131,2020-06-20,13441.0,17442.0
Montana,2020-06-19,2131,2020-06-20,13441.0,1938.0
Alabama,2020-06-19,10786,2020-06-20,13441.0,10146.0
Pennsylvania,2020-06-19,18168,2020-06-20,13441.0,18899.0
Rhode Island,2020-06-19,3854,2020-06-20,13441.0,3141.0
Georgia,2020-06-19,19211,2020-06-20,13441.0,17103.0
New York,2020-06-19,76238,2020-06-20,13441.0,75640.0
Utah,2020-06-19,8639,2020-06-20,13441.0,8054.0
Massachusetts,2020-06-19,15486,2020-06-20,13441.0,14785.0
California,2020-06-19,84723,2020-06-20,13441.0,80429.0
West Virginia,2020-06-19,2362,2020-06-20,13441.0,2635.0
Connecticut,2020-06-19,4572,2020-06-20,13441.0,7413.0
New Hampshire,2020-06-19,3033,2020-06-20,13441.0,2536.0
Vermont,2020-06-19,1445,2020-06-20,13441.0,1362.0
Arkansas,2020-06-19,6366,2020-06-20,13441.0,7516.0
Nebraska,2020-06-19,4342,2020-06-20,13441.0,4233.0
Alaska,2020-06-20,2372,2020-06-21,13265.0,2942.0
Iowa,2020-06-20,7257,2020-06-21,13265.0,8306.0
Massachusetts,2020-06-20,10336,2020-06-21,13265.0,15486.0
Michigan,2020-06-20,9957,2020-06-21,13265.0,15131.0
Colorado,2020-06-20,6990,2020-06-21,13265.0,7156.0
North Dakota,2020-06-20,2298,2020-06-21,13265.0,3780.0
Arkansas,2020-06-20,6231,2020-06-21,13265.0,6366.0
Maryland,2020-06-20,13848,2020-06-21,13265.0,12486.0
Rhode Island,2020-06-20,1816,2020-06-21,13265.0,3854.0
Hawaii,2020-06-20,1381,2020-06-21,13265.0,1244.0
Delaware,2020-06-20,3452,2020-06-21,13265.0,2871.0
South Dakota,2020-06-20,1176,2020-06-21,13265.0,1165.0
Connecticut,2020-06-20,1747,2020-06-21,13265.0,4572.0
New Mexico,2020-06-20,5904,2020-06-21,13265.0,6207.0
Vermont,2020-06-20,1389,2020-06-21,13265.0,1445.0
Louisiana,2020-06-20,10358,2020-06-21,13265.0,18792.0
Wyoming,2020-06-20,800,2020-06-21,13265.0,990.0
Oregon,2020-06-20,6020,2020-06-21,13265.0,6931.0
Virginia,2020-06-20,15882,2020-06-21,13265.0,10086.0
Alabama,2020-06-20,9874,2020-06-21,13265.0,10786.0
Arizona,2020-06-20,16521,2020-06-21,13265.0,19977.0
Utah,2020-06-20,7837,2020-06-21,13265.0,8639.0
Oklahoma,2020-06-20,4650,2020-06-21,13265.0,4739.0
South Carolina,2020-06-20,8517,2020-06-21,13265.0,8745.0
Puerto Rico,2020-06-20,807,2020-06-21,13265.0,804.0
Maine,2020-06-20,1239,2020-06-21,13265.0,1713.0
Montana,2020-06-20,1267,2020-06-21,13265.0,2131.0
Tennessee,2020-06-20,18676,2020-06-21,13265.0,12687.0
Ohio,2020-06-20,14804,2020-06-21,13265.0,14745.0
North Carolina,2020-06-20,14459,2020-06-21,13265.0,10653.0
Nebraska,2020-06-20,3015,2020-06-21,13265.0,4342.0
Missouri,2020-06-20,532,2020-06-21,13265.0,588.0
District of Columbia,2020-06-20,2016,2020-06-21,13265.0,739.0
New Jersey,2020-06-20,17406,2020-06-21,13265.0,25023.0
Indiana,2020-06-20,19157,2020-06-21,13265.0,17884.0
Texas,2020-06-20,52044,2020-06-21,13265.0,72846.0
Kentucky,2020-06-20,3563,2020-06-21,13265.0,5525.0
Mississippi,2020-06-20,2591,2020-06-21,13265.0,3729.0
New Hampshire,2020-06-20,2202,2020-06-21,13265.0,3033.0
Illinois,2020-06-20,23199,2020-06-21,13265.0,27095.0
Pennsylvania,2020-06-20,19744,2020-06-21,13265.0,18168.0
Georgia,2020-06-20,9933,2020-06-21,13265.0,19211.0
Florida,2020-06-20,39228,2020-06-21,13265.0,56394.0
Washington,2020-06-20,8309,2020-06-21,13265.0,8701.0
Minnesota,2020-06-20,7068,2020-06-21,13265.0,10617.0
Idaho,2020-06-20,2048,2020-06-21,13265.0,2337.0
Nevada,2020-06-20,9144,2020-06-21,13265.0,5863.0
West Virginia,2020-06-20,2243,2020-06-21,13265.0,2362.0
New York,2020-06-20,66900,2020-06-21,13265.0,76238.0
California,2020-06-20,72340,2020-06-21,13265.0,84723.0
Wisconsin,2020-06-20,12196,2020-06-21,13265.0,14539.0
Kansas,2020-06-20,4118,2020-06-21,13265.0,4387.0
Washington,2020-06-21,5974,2020-06-22,11286.0,8309.0
Maryland,2020-06-21,10317,2020-06-22,11286.0,13848.0
Vermont,2020-06-21,258,2020-06-22,11286.0,1389.0
Louisiana,2020-06-21,5411,2020-06-22,11286.0,10358.0
Oklahoma,2020-06-21,3695,2020-06-22,11286.0,4650.0
Kentucky,2020-06-21,2613,2020-06-22,11286.0,3563.0
Mississippi,2020-06-21,2641,2020-06-22,11286.0,2591.0
Arizona,2020-06-21,13727,2020-06-22,11286.0,16521.0
Tennessee,2020-06-21,8525,2020-06-22,11286.0,18676.0
South Dakota,2020-06-21,531,2020-06-22,11286.0,1176.0
Texas,2020-06-21,25403,2020-06-22,11286.0,52044.0
Maine,2020-06-21,989,2020-06-22,11286.0,1239.0
New Hampshire,2020-06-21,1287,2020-06-22,11286.0,2202.0
Hawaii,2020-06-21,765,2020-06-22,11286.0,1381.0
Kansas,2020-06-21,2797,2020-06-22,11286.0,4118.0
Colorado,2020-06-21,4597,2020-06-22,11286.0,6990.0
Oregon,2020-06-21,4851,2020-06-22,11286.0,6020.0
Georgia,2020-06-21,4579,2020-06-22,11286.0,9933.0
Wisconsin,2020-06-21,10090,2020-06-22,11286.0,12196.0
Utah,2020-06-21,6315,2020-06-22,11286.0,7837.0
Montana,2020-06-21,1175,2020-06-22,11286.0,1267.0
Massachusetts,2020-06-21,7223,2020-06-22,11286.0,10336.0
Missouri,2020-06-21,267,2020-06-22,11286.0,532.0
Puerto Rico,2020-06-21,1397,2020-06-22,11286.0,807.0
Connecticut,2020-06-21,1208,2020-06-22,11286.0,1747.0
Nebraska,2020-06-21,3048,2020-06-22,11286.0,3015.0
Alaska,2020-06-21,2402,2020-06-22,11286.0,2372.0
Minnesota,2020-06-21,4971,2020-06-22,11286.0,7068.0
New Jersey,2020-06-21,10581,2020-06-22,11286.0,17406.0
Illinois,2020-06-21,21267,2020-06-22,11286.0,23199.0
Nevada,2020-06-21,8510,2020-06-22,11286.0,9144.0
Florida,2020-06-21,24418,2020-06-22,11286.0,39228.0
South Carolina,2020-06-21,7718,2020-06-22,11286.0,8517.0
Iowa,2020-06-21,5396,2020-06-22,11286.0,7257.0
Wyoming,2020-06-21,330,2020-06-22,11286.0,800.0
California,2020-06-21,67329,2020-06-22,11286.0,72340.0
West Virginia,2020-06-21,781,2020-06-22,11286.0,2243.0
Ohio,2020-06-21,11488,2020-06-22,11286.0,14804.0
North Dakota,2020-06-21,1442,2020-06-22,11286.0,2298.0
District of Columbia,2020-06-21,1279,2020-06-22,11286.0,2016.0
Delaware,2020-06-21,2315,2020-06-22,11286.0,3452.0
North Carolina,2020-06-21,11204,2020-06-22,11286.0,14459.0
Idaho,2020-06-21,1616,2020-06-22,11286.0,2048.0
Alabama,2020-06-21,5826,2020-06-22,11286.0,9874.0
Virginia,2020-06-21,9562,2020-06-22,11286.0,15882.0
Pennsylvania,2020-06-21,12205,2020-06-22,11286.0,19744.0
Indiana,2020-06-21,15834,2020-06-22,11286.0,19157.0
New Mexico,2020-06-21,5498,2020-06-22,11286.0,5904.0
Arkansas,2020-06-21,7716,2020-06-22,11286.0,6231.0
Michigan,2020-06-21,10872,2020-06-22,11286.0,9957.0
New York,2020-06-21,44003,2020-06-22,11286.0,66900.0
Rhode Island,2020-06-21,1024,2020-06-22,11286.0,1816.0
Puerto Rico,2020-06-22,1197,2020-06-23,8178.0,1397.0
Mississippi,2020-06-22,2265,2020-06-23,8178.0,2641.0
Florida,2020-06-22,53559,2020-06-23,8178.0,24418.0
Oregon,2020-06-22,5681,2020-06-23,8178.0,4851.0
Missouri,2020-06-22,1993,2020-06-23,8178.0,267.0
Maine,2020-06-22,2423,2020-06-23,8178.0,989.0
Michigan,2020-06-22,14437,2020-06-23,8178.0,10872.0
Wisconsin,2020-06-22,9435,2020-06-23,8178.0,10090.0
Tennessee,2020-06-22,11966,2020-06-23,8178.0,8525.0
West Virginia,2020-06-22,2615,2020-06-23,8178.0,781.0
Arkansas,2020-06-22,6927,2020-06-23,8178.0,7716.0
Utah,2020-06-22,6660,2020-06-23,8178.0,6315.0
Georgia,2020-06-22,25562,2020-06-23,8178.0,4579.0
Texas,2020-06-22,35150,2020-06-23,8178.0,25403.0
Idaho,2020-06-22,2979,2020-06-23,8178.0,1616.0
Massachusetts,2020-06-22,10935,2020-06-23,8178.0,7223.0
Illinois,2020-06-22,44333,2020-06-23,8178.0,21267.0
Ohio,2020-06-22,11524,2020-06-23,8178.0,11488.0
Hawaii,2020-06-22,1336,2020-06-23,8178.0,765.0
Maryland,2020-06-22,10939,2020-06-23,8178.0,10317.0
Vermont,2020-06-22,656,2020-06-23,8178.0,258.0
Alaska,2020-06-22,3873,2020-06-23,8178.0,2402.0
Minnesota,2020-06-22,4246,2020-06-23,8178.0,4971.0
Montana,2020-06-22,1709,2020-06-23,8178.0,1175.0
Pennsylvania,2020-06-22,16047,2020-06-23,8178.0,12205.0
Oklahoma,2020-06-22,3516,2020-06-23,8178.0,3695.0
Kentucky,2020-06-22,5941,2020-06-23,8178.0,2613.0
North Carolina,2020-06-22,13562,2020-06-23,8178.0,11204.0
New Jersey,2020-06-22,19756,2020-06-23,8178.0,10581.0
Washington,2020-06-22,5122,2020-06-23,8178.0,5974.0
Colorado,2020-06-22,4454,2020-06-23,8178.0,4597.0
California,2020-06-22,66270,2020-06-23,8178.0,67329.0
New Mexico,2020-06-22,3241,2020-06-23,8178.0,5498.0
New York,2020-06-22,48972,2020-06-23,8178.0,44003.0
Indiana,2020-06-22,10958,2020-06-23,8178.0,15834.0
Arizona,2020-06-22,9823,2020-06-23,8178.0,13727.0
